"concept","topic","topic_prefix","label_de","label"
"item_6043","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6044","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6045","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6046","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6047","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6048","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6049","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6050","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6051","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6052","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6053","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6054","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6055","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6056","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6057","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6058","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6059","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6060","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6061","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6062","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6063","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6064","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6065","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6066","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6067","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6068","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6069","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6070","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6071","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6072","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6073","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6074","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6075","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6076","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6077","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6078","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6079","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6080","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6081","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6082","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6083","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6084","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6085","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6086","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6087","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6088","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6089","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6090","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6091","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6092","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6093","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6094","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6095","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6096","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6097","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6098","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6099","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6100","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6101","T0708000000000000","coc","Kognitive Kompetenz","Cognitive competency"
"item_6102","T0409040000000000","sbd","Kontexte kurz vor dem Tod","Contexts shortly before death"
"item_6103","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6104","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6105","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6106","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6107","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6108","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6109","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6110","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6111","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6112","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6113","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6114","T0409040000000000","sbd","Kontexte kurz vor dem Tod","Contexts shortly before death"
"item_6115","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6116","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6117","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6118","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6119","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6120","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6121","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6122","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6123","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6124","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6125","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6126","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6127","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6128","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6129","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6130","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6131","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6132","T0406030100000000","pgm","Erziehungziel (in der Regel Mutter)","Parenting goal of main caregiver (usually mother)"
"item_6133","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6134","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6135","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6136","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6137","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6138","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6139","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6140","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6141","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6142","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6143","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6144","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6145","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6146","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6147","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6148","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6149","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6150","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6151","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6152","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6153","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6154","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6155","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6156","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6157","T0406010100000000","psm","Erziehungsstil Hauptbetreuungsperson (in der Regel Mutter)","Parenting style, main caregiver (usually mother)"
"item_6158","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6159","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6160","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6161","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6162","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6163","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6164","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6165","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6166","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6167","T0406020100000000","prm","Elternrolle (in der Regel Mutter)","Parental role of main caregiver (usually mother)"
"item_6168","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6169","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6170","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6171","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6172","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6173","T1101000000000000","ide","Identifikatoren","Identifiers"
"item_6174","T0102000000000000","sex","Geschlecht","Sex"
"item_6175","T0102000000000000","sex","Geschlecht","Sex"
"item_6176","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6177","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6178","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6179","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6180","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6181","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6182","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6183","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6184","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6185","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6186","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6187","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6188","T0103000000000000","hhs","Haushaltsgroesse und -struktur","Household size and structure"
"item_6189","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6190","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6191","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6192","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6193","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6194","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6195","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6196","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6197","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6198","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6199","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6200","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6201","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6202","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6203","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6204","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6205","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6206","T0406030200000000","pgs","Erziehungziel (in der Regel Vater)","Parenting goal of second caregiver (usually father)"
"item_6207","T0406030000000000","pgo","Erziehungziel","Parenting goal"
"item_6208","T0406030000000000","pgo","Erziehungziel","Parenting goal"
"item_6209","T0610020100000000","chc","Kinderbetreuung","Childcare"
"item_6210","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6211","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6212","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6213","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6214","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6215","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6216","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6217","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6218","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6219","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6220","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6221","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6222","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6223","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6224","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6225","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6226","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6227","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6228","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6229","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6230","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6231","T0406010200000000","pss","Erziehungsstil zweite betreuende Person (in der Regel Vater)","Parenting style, second caregiver (usually father)"
"item_6232","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6233","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6234","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6235","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6236","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6237","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6238","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6239","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6240","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6241","T0406020200000000","prs","Elternrolle (in der Regel Vater)","Parental role of second caregiver (usually father)"
"item_6242","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6243","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6244","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6245","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6246","T0704030000000000","edg","Bildungsbestrebungen","Educational goals"
"item_6250","T0501010000000000","hco","Gesundheitszustand","Health condition"
"item_6251","T0501010000000000","hco","Gesundheitszustand","Health condition"
"item_6252","T0501010000000000","hco","Gesundheitszustand","Health condition"
"item_6253","T0501010000000000","hco","Gesundheitszustand","Health condition"
"item_6254","T0501010000000000","hco","Gesundheitszustand","Health condition"
"item_6255","T0501010000000000","hco","Gesundheitszustand","Health condition"
"item_6416","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6417","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6418","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6419","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6420","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6421","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6422","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6423","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6424","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6425","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6426","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6427","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6428","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6429","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6430","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6431","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6432","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6433","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"item_6434","T0704010000000000","paa","Teilnahme und Aktivitaeten","Participation and activities"
"_iv_year","T1101000000000000","ide","Identifikatoren","Identifiers"
"_6453_h_ide","T1101000000000000","ide","Identifikatoren","Identifiers"
"_intv_year","T1101000000000000","ide","Identifikatoren","Identifiers"
"item_6457","T0610020200000000","inv","Pflegebeduerfigkeit","Invalidity"
"item_6458","T0610020200000000","inv","Pflegebeduerfigkeit","Invalidity"
"item_6459","T1002040000000000","cil","kulturelle Eingliederung/Sprache","Cultural integration / language"
"item_6460","T0803000000000000","per","Persoenlichkeit","Personality"
"item_6461","T0707040000000000","pan","Nationalitaet der Eltern","Parents' nationality"
"item_6462","T0707040000000000","pan","Nationalitaet der Eltern","Parents' nationality"
"item_6517","T1104000000000000","iom","Zu- und Auszuege","Influx / outflux of panel members"
"item_6518","T1104000000000000","iom","Zu- und Auszuege","Influx / outflux of panel members"
"item_6519","T1104000000000000","iom","Zu- und Auszuege","Influx / outflux of panel members"
"item_6520","T1104000000000000","iom","Zu- und Auszuege","Influx / outflux of panel members"
"item_6522","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6523","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6524","T0102000000000000","sex","Geschlecht","Sex"
"item_6525","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6526","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6527","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6528","T0102000000000000","sex","Geschlecht","Sex"
"item_6529","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6530","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6531","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6532","T0102000000000000","sex","Geschlecht","Sex"
"item_6533","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6534","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6535","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6536","T0102000000000000","sex","Geschlecht","Sex"
"item_6537","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6538","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6539","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6540","T0102000000000000","sex","Geschlecht","Sex"
"item_6541","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6542","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6543","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6544","T0102000000000000","sex","Geschlecht","Sex"
"item_6545","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6546","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6547","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6548","T0102000000000000","sex","Geschlecht","Sex"
"item_6549","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6550","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6551","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6552","T0102000000000000","sex","Geschlecht","Sex"
"item_6553","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6554","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6555","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6556","T0102000000000000","sex","Geschlecht","Sex"
"item_6557","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6558","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6559","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6560","T0102000000000000","sex","Geschlecht","Sex"
"item_6561","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6562","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6563","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6564","T0102000000000000","sex","Geschlecht","Sex"
"item_6565","T0101000000000000","bad","Geburtsdatum / Alter / Todesjahr","Birth date / age / year of death"
"item_6566","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6567","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6568","T0403000000000000","scr","Beziehungen zu den Eltern in der Jugend","Socialization and relationships"
"item_6569","T1102000000000000","sdr","Ziehungsdesign und Random Groups","Sampling design and random groups"
"item_6570","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6571","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6572","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6573","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6574","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6575","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6576","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6577","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6578","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6579","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6580","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6581","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6582","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
