study,questionnaire,question,item,concept,text_de,instruction_de,text,instruction,answer_list,scale,filter,goto,description
soep-core,soep-core-2012-pe,80,pvek08,pvek08,Unterhaltsgeld bei Fortbildung / Umschulung,,Maintenance payments during further training (Unterhaltsgeld bei Fortbildung) / Transitional allowance (Übergangsgeld),,,bin,,,
soep-core,soep-core-2012-pe,80,pvek09,pvek09,"Mutterschaftsgeld während des Mutterschutzes, Elterngeld ",,"Maternity allowance during maternity leave (Mutterschaftsgeld), parental allowance (Elterngeld), child-raising allowance (Erziehungsgeld)",,,bin,,,
soep-core,soep-core-2012-pe,80,pvek10,pvek10,"BAföG, Stipendium, Berufsausbildungsbeihilfe ",,BAföG grant /scholarship / vocational training allowance (Berufsausbildungsbeihilfe),,,bin,,,
soep-core,soep-core-2012-pe,80,pvek11,pvek11,"Wehrsold bei Pflicht- und freiwilligem Wehrdienst,Zivildienstvergütung, Aufwandsentschädigung fürFreiwilliges soziales/ökologisches Jahr oderBundesfreiwilligendienst.",,"Pay for voluntary military service (Wehrsold), expense allowance during voluntary social / ecological year (Aufwandsentschädigung für Freiwilliges soziales/ ökologisches Jahr) or federal volunteer service (Bundesfreiwilligendienst)",,,bin,,,
soep-core,soep-core-2012-pe,80,pvek19,pvek19,"Gesetzlicher Ehegattenunterhalt, Kindes-unterhalt, Betreuungsunterhalt ",,Statutory spousal support (Ehegattenunterhalt) / child support (Kindesunterhalt) / caregiver alimony (Betreuungsunterhalt),,,bin,,,
soep-core,soep-core-2012-pe,80,pvek18,pvek18,Unterhaltszahlung aus Unterhalts-vorschusskassen ,,Advance maintenance payment from child maintenance funds (Unterhaltszahlung aus Unterhaltsvorschusskassen),,,bin,,,
soep-core,soep-core-2012-pe,80,pvek13,pvek13,"Sonstige Unterstützung von Personen, die nicht im Haushalt leben ",,Other financial assistance to persons who do not live in the household,,,bin,,,
soep-core,soep-core-2012-pe,80,pvekno,pvekno,Hatte 2011 überhaupt keine Einkünfte der genannten Art,,I received no income from the sources named in 2011,,,bin,,1 @ 84,
soep-core,soep-core-2012-pe,80,pvek011,pvek011,[Lohn/Gehalt als Arbeitnehmer] Monate in 2011,,[Wages or salary as employee] months in 2011,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=1
"
soep-core,soep-core-2012-pe,80,pvek021,pvek021,[Einkommen aus selbstständiger/freiberuflicher Tätigkeit] Monate in 2011,,"[Income from self-employment, freelance work] months in 2011",,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=2
"
soep-core,soep-core-2012-pe,80,pvek031,pvek031,"[Einkommen aus Nebenerwerbstätigkeit, Nebenverdienst] Monate in 2011",,[Income from second / additional job] months in 2011,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=3
"
soep-core,soep-core-2012-pe,80,pvek041,pvek041,"[Eigene Rente, Pension] Monate in 2011",,[Retirement / pension] months in 2011,,,int,,1 @ 83,"Filter:
ASK ONLY IF Q8001 : PVEK XX=4
"
soep-core,soep-core-2012-pe,80,pvek051,pvek051,"[Witwenrente/-pension, Waisenrente] Monate in 2011",,[Widower's pension / orphan’s pension] months in 2011,,,int,,1 @ 83,"Filter:
ASK ONLY IF Q8001 : PVEK XX=5
"
soep-core,soep-core-2012-pe,80,pvek061,pvek061,[Arbeitslosengeld] Monate in 2011,,[Unemployment benefit] months in 2011,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=6
"
soep-core,soep-core-2012-pe,80,pvek071,pvek071,[Arbeitslosengeld II / Sozialgeld] Monate in 2011 (Betrag im Haushaltsfragebogen),,[Unemployment benefit II] months in 2011,,,int,,,"Researcher Notes:
Der Bruttobetrag pro Monat in Euro wird nach dieser Frage nicht abgefragt, weil der Betrag im Haushaltsfragebogen angegeben werden soll.

Filter:
ASK ONLY IF Q8001 : PVEK XX=7
"
soep-core,soep-core-2012-pe,80,pvek081,pvek081,[Unterhaltsgeld bei Fortbildung / Umschulung,,[Maintenance payments during further training] months in 2011,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=8
"
soep-core,soep-core-2012-pe,80,pvek091,pvek091,"[Mutterschaftsgeld während des Mutterschutzes, Elterngeld] Monate in 2011",,"[Maternity allowance during maternity leave, parental allowance] months in 2011",,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=9
"
soep-core,soep-core-2012-pe,80,pvek101,pvek101,"[BAföG, Stipendium, Berufsausbildungsbeihilfe] Monate in 2011",,[BAföG grant /scholarship / vocational training allowance] months in 2011,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=10
"
soep-core,soep-core-2012-pe,80,pvek111,pvek111,"[Wehrsold bei Pflicht- und freiwilligem Wehrdienst, Zivilvergütung, Aufwandsentschädigung für Freiwilliges soziale /ökologisches Jahr oder Bundesfreiwilligendienst] Monate in 2011",,"[Pay for voluntary military service, expense allowance during voluntary social / ecological year  or federal volunteer service] months in 2011",,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=10 or Q8001 : PVEK XX=11
"
soep-core,soep-core-2012-pe,80,pvek191,pvek191,"[Gesetzlicher Ehegattenunterhalt, Kindesunterhalt, Betreuungsunterhalt] Monate in 2011",,[Statutory spousal support  / child support  / caregiver alimony] months in 2011 ,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=19
"
soep-core,soep-core-2012-pe,80,pvek181,pvek181,[Unterhaltszahlung aus Unterhaltsvorschusskassen] Monate in 2011,,[Advance maintenance payment from child maintenance funds] months in 2011,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=18
"
soep-core,soep-core-2012-pe,80,pvek131,pvek131,"[Sonstige Unterstützung von Personen, die nicht im Haushalt leben] Monate in 2011",,[Other financial assistance to persons who do not live in the household] months in 2011,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=13
"
soep-core,soep-core-2012-pe,80,pvek012,pvek012,[Lohn/Gehalt als Arbeitnehmer] Bruttobetrag pro Monat in Euro,,[Wages or salary as employee] gross amount per months in euros,,,int,,1 @ 81,"Filter:
ASK ONLY IF Q8001 : PVEK XX=1
"
soep-core,soep-core-2012-pe,80,pvek022,pvek022,[Einkommen aus selbstständiger/freiberuflicher Tätigkeit] Bruttobetrag pro Monat in Euro,,"[Income from self-employment, freelance work] gross amount per months in euros",,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=2
"
soep-core,soep-core-2012-pe,80,pvek032,pvek032,"[Einkommen aus Nebenerwerbstätigkeit, Nebenverdienste] Bruttobetrag pro Monat in Euro",,[Income from second / additional job] gross amount per months in euros ,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=3
"
soep-core,soep-core-2012-pe,80,pvek062,pvek062,[Arbeitslosengeld] Bruttobetrag pro Monate in Euro,,[Unemployment benefit] gross amount per months in euros,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=6
"
soep-core,soep-core-2012-pe,80,pvek082,pvek082,[Unterhaltsgeld bei Fortbildung / Umschulung,,[Maintenance payments during further training] gross amount per months in euros ,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=8
"
soep-core,soep-core-2012-pe,80,pvek092,pvek092,"[Mutterschaftsgeld während des Mutterschutzes, Elterngeld] Bruttobetrag pro Monat in Euro",,"[Maternity allowance during maternity leave, parental allowance] gross amount per months in euros",,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=9
"
soep-core,soep-core-2012-pe,80,pvek102,pvek102,"[BAföG, Stipendium, Berufsausbildungsbeihilfe] Bruttobetrag pro Monat in Euro",,[BAföG grant /scholarship / vocational training allowance] gross amount per months in euros,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=10
"
soep-core,soep-core-2012-pe,80,pvek112,pvek112,"[Wehrsold bei Pflicht- und freiwilligem Wehrdienst, Zivilvergütung, Aufwandsentschädigung für Freiwilliges soziale /ökologisches Jahr oder Bundesfreiwilligendienst] Bruttobetrag pro Monat in Euro",,"[Pay for voluntary military service, expense allowance during voluntary social / ecological year  or federal volunteer service] gross amount per months in euros ",,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=11
"
soep-core,soep-core-2012-pe,80,pvek192,pvek192,"[Gesetzlicher Ehegattenunterhalt, Kindesunterhalt, Betreuungsunterhalt] Bruttobetrag pro Monat in Euro",,[Statutory spousal support  / child support  / caregiver alimony] gross amount per months in euros ,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=19
"
soep-core,soep-core-2012-pe,80,pvek182,pvek182,[Unterhaltszahlung aus Unterhaltsvorschusskassen] Bruttobetrag pro Monat in Euro,,[Advance maintenance payment from child maintenance funds] gross amount per months in euros,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=18
"
soep-core,soep-core-2012-pe,80,pvek132,pvek132,"[Sonstige Unterstützung von Personen, die nicht im Haushalt leben] Bruttobetrag pro Monat in Euro",,[Other financial assistance to persons who do not live in the household] gross amount per months in euros,,,int,,,"Filter:
ASK ONLY IF Q8001 : PVEK XX=13
"
soep-core,soep-core-2012-pe,81,,,Haben Sie letztes Jahr (2011) von Ihrem Arbeitgeber eine oder mehrere der folgenden Sondervergütungen erhalten?,,"Did you receive any of the following bonuses or extra pay from your employer last year (2011)? If yes, please state the gross amount.",,,txt,,,"Researcher Notes:
Zusatzfrage nur für Arbeitnehmer!
"
soep-core,soep-core-2012-pe,81,pzus01,pzus01,13. Monatsgehalt,,13th month salary,,,bin,,,
soep-core,soep-core-2012-pe,81,pzus02,pzus02,14. Monatsgehalt,,14th month salary,,,bin,,,
soep-core,soep-core-2012-pe,81,pzus03,pzus03,Zusätzliches Weihnachtsgeld,,Additional Christmas bonus,,,bin,,,
soep-core,soep-core-2012-pe,81,pzus04,pzus04,Urlaubsgeld,,Vacation pay,,,bin,,,
soep-core,soep-core-2012-pe,81,pzus05,pzus05,"Gewinnbeteiligung, Gratifikation, Prämie",,"Profit-sharing, premiums, bonuses",,,bin,,,
soep-core,soep-core-2012-pe,81,pzus06,pzus06,Sonstiges,,Other  ,,,bin,,,
soep-core,soep-core-2012-pe,81,pzus07,pzus07,"Nein, nichts davon",,"No, I received none of these",,,bin,,,"Researcher Notes:
Zusatzfrage nur für Arbeitnehmer!
"
soep-core,soep-core-2012-pe,81,pzus011,pzus011,[13. Monatsgehalt] und zwar: … Euro,,[13th month salary]: … euros,,,int,81:pzus01=1,,"Filter:
ASK ONLY IF Q8101 : PZUS XX=1
"
soep-core,soep-core-2012-pe,81,pzus021,pzus021,[14. Monatsgehalt] und zwar: … Euro,,[14th month salary]: … euros,,,int,81:pzus02=1,,"Filter:
ASK ONLY IF Q8101 : PZUS XX=2
"
soep-core,soep-core-2012-pe,81,pzus031,pzus031,[Zusätzliches Weihnachtsgeld] und zwar: … Euro,,[Additional Christmas bonus]: … euros,,,int,81:pzus03=1,,"Filter:
ASK ONLY IF Q8101 : PZUS XX=3
"
soep-core,soep-core-2012-pe,81,pzus041,pzus041,[Urlaubsgeld] und zwar: … Euro,,[Vacation pay]: … euros,,,int,81:pzus04=1,,"Filter:
ASK ONLY IF Q8101 : PZUS XX=4
"
soep-core,soep-core-2012-pe,81,pzus051,pzus051,"[Gewinnbeteiligung, Gratifikation, Prämie] und zwar: … Euro",,"[Profit-sharing, premiums, bonuses]: … euros",,,int,81:pzus05=1,,"Filter:
ASK ONLY IF Q8101 : PZUS XX=5
"
soep-core,soep-core-2012-pe,81,pzus061,pzus061,[Sonstiges] und zwar: … Euro,,[Other] … euros,,,int,81:pzus06=1,,"Filter:
ASK ONLY IF Q8101 : PZUS XX=6
"
soep-core,soep-core-2012-pe,82,,pzus11,"Haben Sie letztes Jahr (2011) Fahrtgeld oder Zuschüsse für den öffentlichen Nahverkehr,
z.B. Jobticket, erhalten?",,"Last year (2011), did you receive money to cover travel expenses or an allowance to cover use of local public transit (e.g., a Jobticket)? If so, please indicate the value thereof:",,pzus11,cat,,,
soep-core,soep-core-2012-pe,82,pzus12,pzus12,[Ja] und zwar: … Euro,,[Yes]: … euros,,,int,81:pzus11=1,,"Filter:
ASK ONLY IF Q8201 : PZUS11=1
"
soep-core,soep-core-2012-pe,83,,,Von wem wird die Rente/Pension gezahlt und wie hoch waren die Beträge 2011?,"Geben Sie bitte den Bruttobetrag an, also vor Abzug eventueller Steuern. Falls Sie mehrere Renten beziehen, geben Sie bitte zutreffende an. Wenn Sie den Betrag nicht genau wissen, geben Sie bitte einen Schätzwert an.",Who pays your retirement / pension and what were the monthly payments in 2011? … euros,"Please state the gross amount, excluding taxes. If you receive more than one pension,
please mark each that applies. If you do not know the exact amount, please estimate.",,txt,,,
soep-core,soep-core-2012-pe,83,par1,par1,"[Deutsche Rentenversicherung (ehemals LVA, BfA, Knappschaft)] Eigene Rente / Pension … Euro",,"[German Pension Insurance ( Deutsche Rentenversicherung, formerly LVA, BfA, Knappschaft)] Own retirement / pension … euros",,,int,,,
soep-core,soep-core-2012-pe,83,par2,par2,[Beamtenversorgung] Eigene Rente / Pension ... Euro,,[Civil service pension scheme (Beamtenversorgung)] Own retirement / pension] Own retirement / pesnion … euros,,,int,,,
soep-core,soep-core-2012-pe,83,par5,par5,[Zusatzversorgung des öffentlichen Dienstes (z.B. VBL)] Eigene Rente / Pension ... Euro,,"[Supplementary insurance for public sector employees (Zusatzversorgung des öffentlichen Dienstes, e.g., VBL)] Own retirement / pension … euros",,,int,,,
soep-core,soep-core-2012-pe,83,par6,par6,[Betriebliche Altersvorsorge (z.B. Werkspension] Eigene Rente / Pension ... Euro,,"[Occupational pension (Betriebliche Altersversorgung,e.g., Werkspension)] Own retirement / pension  … euros",,,int,,,
soep-core,soep-core-2012-pe,83,par7,par7,[Rente aus einer privaten Versicherung (einschl. Arbeitgeberdirektversicherung oder berufsständische Versorgung)] Eigene Rente / Pension ... Euro,,[Private pension scheme (incl. Arbeitgeberdirektversicherung or berufsständische Versorgung)] Own retirement / pension … euros,,,int,,,
soep-core,soep-core-2012-pe,83,par4,par4,[Unfallversicherung (z.B. der Berufsgenossenschaft)] Eigene Rente / Pension ... Euro,,"[Accident insurance (Unfallversicherung, e.g., provided by an employer’s insurance association (Berufsgenossenschaft))] Own retirement / pension … euros",,,int,,,
soep-core,soep-core-2012-pe,83,par3,par3,[Kriegsopferversorgung] Eigene Rente / Pension ... Euro,,[Compensation and assistance for war victims (Kriegsopferversorgung)] own retirement / pesnion … euros,,,int,,,
soep-core,soep-core-2012-pe,83,par8,par8,[Sonstige] Eigene Rente / Pension ... Euro,,[Other] Own retirement / pension … euros,,,int,,,"Filter:
ASK ONLY IF Q8315 : PAR8>=1
"
soep-core,soep-core-2012-pe,83,parso,parso,[Sonstige] und zwar:,,[Other]: ,,,chr,,,
soep-core,soep-core-2012-pe,83,pwr1,pwr1,"[Deutschen Rentenversicherung (ehemals LVA, BfA, Knappschaft)] Witwenrente / -pension / Waisenrente ... Euro",,"[German Pension Insurance ( Deutsche Rentenversicherung, formerly LVA, BfA, Knappschaft)] Widower's pension / orphan's pension … euros",,,int,,,
soep-core,soep-core-2012-pe,83,pwr2,pwr2,[Beamtenversorgung] Witwenrente / -pension / Waisenrente ... Euro,,[Civil service pension scheme (Beamtenversorgung)] Own retirement / pension] Widower's pension / orphan's pension … euros ,,,int,,,
soep-core,soep-core-2012-pe,83,pwr5,pwr5,[Zusatzversorgung des öffentlichen Dienstes (z.B. VBL)] Witwenrente / -pension / Waisenrente ... Euro,,"[Supplementary insurance for public sector employees (Zusatzversorgung des öffentlichen Dienstes, e.g., VBL)]  Widower's pension / orphan's pension … euros ",,,int,,,
soep-core,soep-core-2012-pe,83,pwr6,pwr6,[Betriebliche Altersvorsorge (z.B. Werkspension] Witwenrente / -pension / Waisenrente ... Euro,,"[Occupational pension (Betriebliche Altersversorgung,e.g., Werkspension)]  Widower's pension / orphan's pension … euros ",,,int,,,
soep-core,soep-core-2012-pe,83,pwr7,pwr7,[Rente aus einer privaten Versicherung (einschl. Arbeitgeberdirektversicherung oder berufsständische Versorgung)] Witwenrente / -pension / Waisenrente ... Euro,,[Private pension scheme (incl. Arbeitgeberdirektversicherung or berufsständische Versorgung)]  Widower's pension / orphan's pension … euros ,,,int,,,
soep-core,soep-core-2012-pe,83,pwr4,pwr4,[Unfallversicherung (z.B. der Berufsgenossenschaft)] Witwenrente / -pension / Waisenrente ... Euro,,"[Accident insurance (Unfallversicherung, e.g., provided by an employer’s insurance association (Berufsgenossenschaft))]  Widower's pension / orphan's pension … euros ",,,int,,,
soep-core,soep-core-2012-pe,83,pwr3,pwr3,[Kriegsopferversorgung] Witwenrente / -pension / Waisenrente ... Euro,,[Compensation and assistance for war victims (Kriegsopferversorgung)]  Widower's pension / orphan's pension … euros ,,,int,,,
soep-core,soep-core-2012-pe,83,pwr8,pwr8,[Sonstige] Witwenrente / -pension / Waisenrente ... Euro,,[Other]  Widower's pension / orphan's pension … euros ,,,int,,,
soep-core,soep-core-2012-pe,84,,,"In der Bundesrepublik gibt es die Sozialversicherungen mit ihren unterschiedlichen Zweigen, wie Krankenversicherung, Arbeitslosen-, Renten- und Pflegeversicherung. Sie sollen die Menschen in verschiedenen Notlagen und im Alter absichern.

Wie bewerten Sie persönlich Ihre finanzielle Absicherung in den betreffenden Lebenssituationen?",,"The German social security system is split into different branches such as health care, unemployment insurance, pension insurance, and long-term care insurance. The system is designed to provide for people in need, illness, and old age.
How would you evaluate your financial security in the following situations?",,,txt,,,
soep-core,soep-core-2012-pe,84,psoz1,psoz1,Bei Krankheit,,Illness,,psoz x,cat,,,
soep-core,soep-core-2012-pe,84,psoz2,psoz2,Bei Arbeitslosigkeit,,Unemployment,,psoz x,cat,,,
soep-core,soep-core-2012-pe,84,psoz3,psoz3,Für das Alter,,Old age,,psoz x,cat,,,
soep-core,soep-core-2012-pe,84,psoz4,psoz4,Für den Fall der Pflegebedürftigkeit,,In need of long-term care,,psoz x,cat,,,
soep-core,soep-core-2012-pe,85,,psoz5,"Empfinden Sie die Beiträge, die Sie für die Sozialversicherungen leisten müssen, eher als ...",,Do you think the social security contributions or premiums that you pay are –,,psoz5,cat,,,
soep-core,soep-core-2012-pe,86,,,"Welches Haushaltseinkommen würden Sie persönlich - unter Ihren Lebensumständen - als das notwendige Mindesteinkommen betrachten?
Gemeint ist der monatliche Nettobetrag, den Ihr Haushalt unbedingt braucht, um zurechtzukommen?",,"What would you personally consider the minimum net household income you would need in your current living situation?
We are referring here to the net monthly income that your household would need to get by.",,,txt,,,"Researcher Notes:
Zweite Option ""Mindesteinkommen im Monat"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,86,pnet1,pnet1,Mindesteinkommen … Euro,,Minimum income … euros,,,int,,,"Filter:
ASK ONLY IF Q8601 : PNET2=2
"
soep-core,soep-core-2012-pe,86,pnet2,pnet2,Weiß nicht,,Do not know,,,bin,,,"Researcher Notes:
Zweite Option ""Mindesteinkommen im Monat"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,87,,prent1,Sind Sie bereits in Rente oder Pension?,,Are you already retired or a pensioner?,,prent1,cat,,1 @ 90,"Routing:
*IF [Q87000,1] **GOTO BLOCK 9000
"
soep-core,soep-core-2012-pe,88,,"priest, prup, prrno","Haben Sie einen Vetrag zur ""Riester- oder Rürup-Rente"" abgeschlossen?",,Do you have a Riester or Rürup pension plan?,,prno,cat,87;prent1=2,,"Researcher Notes:
Zweite und dritte Option ""Ja, Riester-Rente"" bzw. ""Ja, Rürup-Rente"" nicht zum ankreuzen, kein Wert in den Daten

Filter:
ASK ONLY IF Q8700 : PRENT1=2
"
soep-core,soep-core-2012-pe,89,,prent2,Wie gut werden oder würden Sie allein mit der gesetzlichen Rente oder Pension Ihren Lebensunterhalt im Alter bestehen können?,,"How well are you able to, or would you be able to, cover your living costs in old age solely with the statutory retirement or pension?",,prent2,cat,,,
soep-core,soep-core-2012-pe,90,,,"Die folgenden Fragen sind überschrieben mit „Ihre persönliche Vermögensbilanz“. Die Vermögensbildung in allen Schichten der Bevölkerung ist heute ein wichtiges Thema, besonders im Hinblick auf die künftige Alterssicherung. Deswegen versuchen wir ein zuverlässiges Gesamtbild der Vermögensituation der Bundesbürger zu erhalten. Wir möchten Sie einladen und bitten, an diesem Vorhaben mitzuwirken. Dazu möchten wir gemeinsam mit Ihnen eine persönliche ""Vermögensbilanz"" erstellen, die Ihnen auch selbst hilft, einen Überblick zu gewinnen. Sie können absolut sicher sein, dass Ihre Angaben vertraulich behndelt werden und nur für die wissenschaftliche Auswertung verwendet werden. Verfügen Sie persönlich über folgende Formen von Eigentum oder Vermögen? Falls ja: schätzen Sie bitte jeweils den heutigen Vermögenswert.",Bitte weiter zu Fragen A bis H auf den folgenden Seiten.,"The following questions are about “Your personal assets and liabilities”. Asset accumulation is an important topic of discussion throughout all strata of society at present, especially with regard to provisions for old age. We are therefore trying to gain an accurate picture of asset accumulation in the population of Germany. You are invited to take part in this project. We would like to work with you to create your personal “assets and liabilities statement,” which may also help you get a better picture of your financial situation. You can be absolutely sure that your details will be handled with confidentiality and will only be used for research purposes",Please continue to questions A to H on the following pages.,,txt,,,
soep-core,soep-core-2012-pe,90A,,pet01,"Sind Sie persönlich Eigentümer des Hauses oder der Wohnung, in der Sie selbst wohnen?",, Are you personally the owner of the house or apartment in which you live?,,pet01,cat,,,"Routing:
*IF [Q90010,2] *GOTO 90070
"
soep-core,soep-core-2012-pe,90A,pet02,pet02,"Wert: Wenn Sie heute verkaufen würden, wieviel würden Sie für Wohnung/Haus einschließlich Grundstück erzielen? … Euro",,"Value: If you were to sell it today, how much would you receive for your house/apartment including land? … euros",,,int,90A;pet01=1,,"Filter:
ASK ONLY IF Q9001 : PET01=1
"
soep-core,soep-core-2012-pe,90A,pet03,pet03,"Belastung: 
Falls Haus/Wohnung noch mit Darlehen belastet ist, wie hoch ist etwa die heutige Restschuld (ohne Zinsen)? … EURO",,"Loans: If you are still paying off a loan on your house/apartment, how much is left to repay (excluding interest)? … euros",,,int,,,"Researcher Notes:
Zweite Option ""Belastung in Euro"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,90A,pet04,pet04,Ist schuldenfrei,,All loans are paid off in full,,,bin,,,"Filter:
ASK ONLY IF Q9003 : PET04=2
"
soep-core,soep-core-2012-pe,90A,pet05txt,,Ihr persönlicher Eigentumsanteil: Sind Sie alleiniger Eigentümer (zu 100%) oder Miteigentümer (z.B. gemeinschaftlich mit Ehepartner)?,,"Personal share of property: Are you the sole owner (100%) Sole owner or co-owner (e.g., with your spouse).
",,,txt,,,"Researcher Notes:
Zweite Option ""Euro im Miteigentümer"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,90A,pet05,pet05,Alleiniger Eigentümer,,Sole owner,,,bin,,,
soep-core,soep-core-2012-pe,90A,pet06,pet06,Miteigentümer: Wie hoch ist Ihr persönlicher Anteil?... Anteil in %,,"Co-owner, what share do you own? Share in %",,,int,,,"Filter:
ASK ONLY IF Q9005 : PET05=2
"
soep-core,soep-core-2012-pe,90B,,pim01,"Haben Sie, abgesehen von selbst genutztem Wohneigentum, sonstigen Haus- oder Grundbesitz?",,"Apart from the home you live in, do you own any other homes or land?",,pim01,cat,,,"Routing:
*IF [Q90070,2] *GOTO 90150
"
soep-core,soep-core-2012-pe,90B,10,,"Art und Anzahl der Immobilien:

Um welche Art Immobilien handelt es sich dabei?",,"Type and number of properties:

What types of property are they?",,,txt,,,
soep-core,soep-core-2012-pe,90B,pim02,pim02,Einfamilienhaus / Eigentumswohnung (aber nicht selbst genutzt),,Single-family home / apartment (not used by you),,,bin,90B;pim01=1,,
soep-core,soep-core-2012-pe,90B,pim03,pim03,Mehrfamilienhaus / Mietshaus,,Multi-family home / apartment building,,,bin,,,
soep-core,soep-core-2012-pe,90B,pim04,pim04,Ferienwohnung / Wochenendwohnung,,Vacation home / weekend home,,,bin,,,
soep-core,soep-core-2012-pe,90B,pim05,pim05,Unbebautes Grundstück,,Undeveloped land,,,bin,,,
soep-core,soep-core-2012-pe,90B,pim06,pim06,Sonstige Immobilie,,Other property,,,bin,,,
soep-core,soep-core-2012-pe,90B,pim07,pim07,Wie viele solcher Immobilien - ohne das selbstgenutzte Wohneigentum - haben Sie insgesamt? … Anzahl,,"How many of these properties do you own?
",,,int,,,
soep-core,soep-core-2012-pe,90B,13,,Wert:,,Value:  ,,,txt,,,
soep-core,soep-core-2012-pe,90B,pim08,pim08,"Wenn Sie diesen Immobilienbesitz - ohne das selbstgenutzte Wohneigentum - heute verkaufen wollten, welchen Preis könnten Sie etwa erzielen? … EURO",,"If you were to sell your property today (excluding the one where you live), how much would you receive?",,,int,,,
soep-core,soep-core-2012-pe,90B,15,,Ihr persönlicher Eigentumsanteil: Sind Sie alleiniger Eigentümer (zu 100%) oder Miteigentümer (z.B. gemeinschaftlich mit Ehepartner)?,,"Personal share of property: Are you the sole owner (100%) Sole owner or co-owner (e.g., with your spouse)?",,,txt,,,
soep-core,soep-core-2012-pe,90B,pim09,pim09,Alleiniger Eigentümer,,Sole owner,,,bin,,,"Researcher Notes:
Zweite Option ""Miteigentümer"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,90B,pim10,pim10,Miteigentümer: Wie hoch ist Ihr persönlicher Anteil?... Wertanteil in %,,"Co-owner, what share do you own? Share in %",,,int,,,"Filter:
ASK ONLY IF Q9011 : PIM09=2
"
soep-core,soep-core-2012-pe,90B,18,,Belastung:,,Loans:,,,txt,,,
soep-core,soep-core-2012-pe,90B,pim11,pim11,"Falls Ihr Immobilienbesitz noch mit Darlehen belastet ist, wie hoch ist etwa die heutige Restschuld (ohne Zinsen)? … EURO",,"If you are still paying off a loan on your property, how much is left to repay
euros (excluding interest)? … euros",,,int,,,"Researcher Notes:
Zweite Option ""Belastung in Euro"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,90B,pim12,pim12,Ist schuldenfrei,,All loans are paid off in full,,,bin,,,"Filter:
ASK ONLY IF Q9013 : PIM12=2
"
soep-core,soep-core-2012-pe,90C,,pbau01,Haben Sie persönlich einen Bausparvertrag?,,Do you personally have a building loan agreement (Bausparvertrag)?,,pbau01,cat,,,"Routing:
*IF [Q90150,2] *GOTO 90170
"
soep-core,soep-core-2012-pe,90C,22,,Wert:,,Value:  ,,,txt,,,
soep-core,soep-core-2012-pe,90C,pbau02,pbau02,Wie hoch schätzen Sie Ihr derzeitiges Bausparguthaben einschließlich Zinsen/Prämien? … EURO,"Falls mehrer Verträge, bitte zusammenrechnen!","What would you estimate the building loan credit balance (Bausparguthaben) to be, including interest and dividends? If you have more than one such agreement, please add them together and state the total sum! … euros","If you have more than one such agreement, please add them together and state the total sum!",,int,90C;pbau01=1,,"Filter:
ASK ONLY IF Q9015 : PBAU01=1
"
soep-core,soep-core-2012-pe,90D,,pspa01,"Verfügen Sie über Geldanlagen, etwa in Form von Sparguthaben, Spar- oder Pfandbriefen, Aktien oder Investmentanteilen?",,"Do you own financial assets in the form of a savings account, bonds (Sparbrief / Pfandbrief), shares, or investments?",,pspa01,cat,,,"Routing:
*IF [Q90170,2] *GOTO 90210
"
soep-core,soep-core-2012-pe,90D,25,,Wert:,,Value:  ,,,txt,,,
soep-core,soep-core-2012-pe,90D,pspa02,pspa02,Wie hoch schätzen Sie den Wert Ihrer Geldanlagen insgesamt? … Euro,,What do you estimate to be the value of your financial assets? … euros,,,int,90D;pspa01=1,,"Filter:
ASK ONLY IF Q9017 : PSPA01=1
"
soep-core,soep-core-2012-pe,90D,27,,Ihr persönlicher Eigentumsanteil:,,Personal share of property:  ,,,txt,,,
