concept,topic,label_de,label
l4a01m,mgh,"4. Auslandsaufenthalt, Monat","4. Stay Abroad, Month"
l4a01w,mgh,4. Auslandsaufenthalt auf welchem Weg,"4. Stay Abroad, In What Way"
l4a02,mgh,Nach 4. Auslandsaufenthalt noch ueber anderes Land,After 4. Stay Abroad Via Other Country
l4a02nr,mgh,"Nach 4. Auslandsaufenthalt in welches Land, Nr.",After 4. Stay Abroad Country No.
l4a03,mgh,Nach 4. Auslandsaufenthalt nochmals weggezogen,After 4. Stay Abroad Moved Away Again
l4a03nr,mgh,"5. Auslandsaufenthalt, Land, Nr.","5. Stay Abroad, Country No."
l4ab17,eco,Abschlusszeugnis 4. Ausbildung,Leaving Certificate 4. Training/Qualification
l4aner,eco,Anerkennung 4. Abschlusszeugnis beantragt,Applied for Recognition of 4. Leaving Certificate
l4anerab,eco,4. Anerkennung entspricht Ausbildungsberuf/Hochschulabschluss,4. Recognition equals Leaving Certificate/University Degree
l4anerj,eco,Jahr Anerkennung 4. Abschlusszeugnis beantragt,"Applied for Recognition of 4. Leaving Certificate, Year"
l4anerm,eco,Monat Anerkennung 4. Abschlusszeugnis beantragt,"Applied for Recognition of 4. Leaving Certificate, Month"
l4anerno,eco,Grund 4. Anerkennung nicht beantragt,"Not Applied for 4. Recognition, Reason"
l4bes,eco,4. Antragsverfahren noch nicht abgeschlossen,Application Process Not Yet Finished
l4besj,eco,Jahr Bescheid 4. Anerkennung/Ablehnung erhalten,"Decision on 4. Recognition/Rejection, Year"
l4besm,eco,Monat Bescheid 4. Anerkennung/Ablehnung erhalten,"Decision on 4. Recognition/Rejection, Month"
l4inst,eco,fuer 4. Abschlussanerkennung zustaendiges Institut,Institution Responsible for Recognition 4. Leaving Certificate
l4naq1,eco,4. Nachqualifizierungsmassnahme vorgeschlagen,4. Decision Suggests Further Qualification
l4naq2,eco,4. Nachqualifizierungsmassnahme abgeschlossen,4. Further Qualification Completed
l4naq3,eco,4. Nachqualifizierungsmassnahme Anbieter,4. Further Qualification Provider
l4resul,eco,Resultat 4. Abschlussanerkennung,Result Recognition 4. Leaving Certificate
l4z02,mgh,"4. Zuzug aus Deutschland, ja/nein","4 . Migration from Germany, yes/no"
l4z02j,mgh,"4. Zuzug aus Deutschland, Jahr","4 . Migration from Germany, Year"
l4z02m,mgh,"4. Zuzug aus Deutschland, Monat","4 . Migration from Germany, Month"
l4z02nr,mgh,"4. Zuzug in welches anderes Land, Nr.","4 . Migration to Country, No."
l4z02w,mgh,4. Zuzug in anderes Land auf welchem Weg,"4 . Migration from Germany, In What Way"
l4z03,mgh,Nach 4. Zuzug noch ueber anderes Land,After 4 . Migration Via Other Country
l4z03e,mgh,"Nach 4. Zuzug nach Deutschland, Erwerbstaetigengruppe",After 4 . Migration to Germany Employment Group
l4z03j,mgh,"Nach 4. Zuzug nach Deutschland, Jahr","After 4 . Migration to Germany, Year"
l4z03m,mgh,"Nach 4. Zuzug nach Deutschland, Monat","After 4 . Migration to Germany, Month"
l4z03nr,mgh,"Nach 4. Zuzug in welches Land, Nr.","After 4 . Migration to Country, No."
l4z03w,mgh,Nach 4. Zuzug nach Deutschland auf welchem Weg,"After 4 . Migration to Germany, In What Way"
l5,ori,CAPI Wert Geldanlagen weiss nicht,CAPI Value Of Financial Assets Do Not Know
l5a01j,mgh,"5. Auslandsaufenthalt, Jahr","5. Stay Abroad, Year"
l5a01m,mgh,"5. Auslandsaufenthalt, Monat","5. Stay Abroad, Month"
l5a01w,mgh,5. Auslandsaufenthalt auf welchem Weg,"5. Stay Abroad, In What Way"
l5a02,mgh,Nach 5. Auslandsaufenthalt noch ueber anderes Land,After 5. Stay Abroad Via Other Country
l5a02nr,mgh,"Nach 5. Auslandsaufenthalt in welches Land, Nr.",After 5. Stay Abroad Country No.
l5a03,mgh,Nach 5. Auslandsaufenthalt nochmals weggezogen,After 5. Stay Abroad Moved Away Again
l5a03nr,mgh,"6. Auslandsaufenthalt, Land, Nr.","6. Stay Abroad, Country No."
l5ab17,eco,Abschlusszeugnis 5. Ausbildung,Leaving Certificate 5. Training/Qualification
l5aner,eco,Anerkennung 5. Abschlusszeugnis beantragt,Applied for Recognition of 5. Leaving Certificate
l5anerab,eco,5. Anerkennung entspricht Ausbildungsberuf/Hochschulabschluss,5. Recognition equals Leaving Certificate/University Degree
l5anerj,eco,Jahr Anerkennung 5. Abschlusszeugnis beantragt,"Applied for Recognition of 5. Leaving Certificate, Year"
l5anerm,eco,Monat Anerkennung 5. Abschlusszeugnis beantragt,"Applied for Recognition of 5. Leaving Certificate, Month"
l5anerno,eco,Grund 5. Anerkennung nicht beantragt,"Not Applied for 5. Recognition, Reason"
l5bes,eco,5. Antragsverfahren noch nicht abgeschlossen,Application Process Not Yet Finished
l5besj,eco,Jahr Bescheid 5. Anerkennung/Ablehnung erhalten,"Decision on 5. Recognition/Rejection, Year"
l5besm,eco,Monat Bescheid 5. Anerkennung/Ablehnung erhalten,"Decision on 5. Recognition/Rejection, Month"
l5inst,eco,fuer 5. Abschlussanerkennung zustaendiges Institut,Institution Responsible for Recognition 5. Leaving Certificate
l5naq1,eco,5. Nachqualifizierungsmassnahme vorgeschlagen,5. Decision Suggests Further Qualification
l5naq2,eco,5. Nachqualifizierungsmassnahme abgeschlossen,5. Further Qualification Completed
l5naq3,eco,5. Nachqualifizierungsmassnahme Anbieter,5. Further Qualification Provider
l5resul,eco,Resultat 5. Abschlussanerkennung,Result Recognition 5. Leaving Certificate
l5z02,mgh,"5. Zuzug aus Deutschland, ja/nein","5 . Migration from Germany, yes/no"
l5z02j,mgh,"5. Zuzug aus Deutschland, Jahr","5 . Migration from Germany, Year"
l5z02m,mgh,"5. Zuzug aus Deutschland, Monat","5 . Migration from Germany, Month"
l5z02nr,mgh,"5. Zuzug in welches anderes Land, Nr.","5 . Migration to Country, No."
l5z02w,mgh,5. Zuzug in anderes Land auf welchem Weg,"5 . Migration from Germany, In What Way"
l5z03,mgh,Nach 5. Zuzug noch ueber anderes Land,After 5 . Migration Via Other Country
l5z03e,mgh,"Nach 5. Zuzug nach Deutschland, Erwerbstaetigengruppe",After 5 . Migration to Germany Employment Group
l5z03j,mgh,"Nach 5. Zuzug nach Deutschland, Jahr","After 5 . Migration to Germany, Year"
l5z03m,mgh,"Nach 5. Zuzug nach Deutschland, Monat","After 5 . Migration to Germany, Month"
l5z03nr,mgh,"Nach 5. Zuzug in welches Land, Nr.","After 5 . Migration to Country, No."
l5z03w,mgh,Nach 5. Zuzug nach Deutschland auf welchem Weg,"After 5 . Migration to Germany, In What Way"
l6,ori,CAPI Rueckkaufwert weiss nicht,CAPI Cash Surrender Value Do Not Know
l6a01j,mgh,"6. Auslandsaufenthalt, Jahr","6. Stay Abroad, Year"
l6a01m,mgh,"6. Auslandsaufenthalt, Monat","6. Stay Abroad, Month"
l6a01w,mgh,6. Auslandsaufenthalt auf welchem Weg,"6. Stay Abroad, In What Way"
l6a02,mgh,Nach 6. Auslandsaufenthalt noch ueber anderes Land,After 6. Stay Abroad Via Other Country
l6a02nr,mgh,"Nach 6. Auslandsaufenthalt in welches Land, Nr.",After 6. Stay Abroad Country No.
l6a03,mgh,Nach 6. Auslandsaufenthalt nochmals weggezogen,After 6. Stay Abroad Moved Away Again
l6a03nr,mgh,"7. Auslandsaufenthalt, Land, Nr.","7. Stay Abroad, Country No."
l6ab17,eco,Abschlusszeugnis 6. Ausbildung,Leaving Certificate 6. Training/Qualification
l6aner,eco,Anerkennung 6. Abschlusszeugnis beantragt,Applied for Recognition of 6. Leaving Certificate
l6anerab,eco,6. Anerkennung entspricht Ausbildungsberuf/Hochschulabschluss,6. Recognition equals Leaving Certificate/University Degree
l6anerj,eco,Jahr Anerkennung 6. Abschlusszeugnis beantragt,"Applied for Recognition of 6. Leaving Certificate, Year"
l6anerm,eco,Monat Anerkennung 6. Abschlusszeugnis beantragt,"Applied for Recognition of 6. Leaving Certificate, Month"
l6anerno,eco,Grund 6. Anerkennung nicht beantragt,"Not Applied for 6. Recognition, Reason"
l6bes,eco,6. Antragsverfahren noch nicht abgeschlossen,Application Process Not Yet Finished
l6besj,eco,Jahr Bescheid 6. Anerkennung/Ablehnung erhalten,"Decision on 6. Recognition/Rejection, Year"
l6besm,eco,Monat Bescheid 6. Anerkennung/Ablehnung erhalten,"Decision on 6. Recognition/Rejection, Month"
l6inst,eco,fuer 6. Abschlussanerkennung zustaendiges Institut,Institution Responsible for Recognition 6. Leaving Certificate
l6naq1,eco,6. Nachqualifizierungsmassnahme vorgeschlagen,6. Decision Suggests Further Qualification
l6naq2,eco,6. Nachqualifizierungsmassnahme abgeschlossen,6. Further Qualification Completed
l6naq3,eco,6. Nachqualifizierungsmassnahme Anbieter,6. Further Qualification Provider
l6resul,eco,Resultat 6. Abschlussanerkennung,Result Recognition 6. Leaving Certificate
l6z02,mgh,"6. Zuzug aus Deutschland, ja/nein","6 . Migration from Germany, yes/no"
l6z02j,mgh,"6. Zuzug aus Deutschland, Jahr","6 . Migration from Germany, Year"
l6z02m,mgh,"6. Zuzug aus Deutschland, Monat","6 . Migration from Germany, Month"
l6z02nr,mgh,"6. Zuzug in welches anderes Land, Nr.","6 . Migration to Country, No."
l6z02w,mgh,6. Zuzug in anderes Land auf welchem Weg,"6 . Migration from Germany, In What Way"
l6z03,mgh,Nach 6. Zuzug noch ueber anderes Land,After 6 . Migration Via Other Country
l6z03e,mgh,"Nach 6. Zuzug nach Deutschland, Erwerbstaetigengruppe",After 6 . Migration to Germany Employment Group
l6z03j,mgh,"Nach 6. Zuzug nach Deutschland, Jahr","After 6 . Migration to Germany, Year"
l6z03m,mgh,"Nach 6. Zuzug nach Deutschland, Monat","After 6 . Migration to Germany, Month"
l6z03nr,mgh,"Nach 6. Zuzug in welches Land, Nr.","After 6 . Migration to Country, No."
l6z03w,mgh,Nach 6. Zuzug nach Deutschland auf welchem Weg,"After 6 . Migration to Germany, In What Way"
l7,oti,CAPI Vermoegenswert weiss nicht,CAPI Enterprise Value Do Not Know
l7a01j,mgh,"7. Auslandsaufenthalt, Jahr","7. Stay Abroad, Year"
l7a01m,mgh,"7. Auslandsaufenthalt, Monat","7. Stay Abroad, Month"
l7a01w,mgh,7. Auslandsaufenthalt auf welchem Weg,"7. Stay Abroad, In What Way"
l7a02,mgh,Nach 7. Auslandsaufenthalt noch ueber anderes Land,After 7. Stay Abroad Via Other Country
l7a02nr,mgh,"Nach 7. Auslandsaufenthalt in welches Land, Nr.",After 7. Stay Abroad Country No.
l7a03,mgh,Nach 7. Auslandsaufenthalt nochmals weggezogen,After 7. Stay Abroad Moved Away Again
l7a03nr,mgh,"8. Auslandsaufenthalt, Land, Nr.","8. Stay Abroad, Country No."
l7ab17,eco,Abschlusszeugnis 7. Ausbildung,Leaving Certificate 7. Training/Qualification
l7aner,eco,Anerkennung 7. Abschlusszeugnis beantragt,Applied for Recognition of 7. Leaving Certificate
l7anerab,eco,7. Anerkennung entspricht Ausbildungsberuf/Hochschulabschluss,7. Recognition equals Leaving Certificate/University Degree
l7anerj,eco,Jahr Anerkennung 7. Abschlusszeugnis beantragt,"Applied for Recognition of 7. Leaving Certificate, Year"
l7anerm,eco,Monat Anerkennung 7. Abschlusszeugnis beantragt,"Applied for Recognition of 7. Leaving Certificate, Month"
l7anerno,eco,Grund 7. Anerkennung nicht beantragt,"Not Applied for 7. Recognition, Reason"
l7bes,eco,7. Antragsverfahren noch nicht abgeschlossen,Application Process Not Yet Finished
l7besj,eco,Jahr Bescheid 7. Anerkennung/Ablehnung erhalten,"Decision on 7. Recognition/Rejection, Year"
l7besm,eco,Monat Bescheid 7. Anerkennung/Ablehnung erhalten,"Decision on 7. Recognition/Rejection, Month"
l7inst,eco,fuer 7. Abschlussanerkennung zustaendiges Institut,Institution Responsible for Recognition 7. Leaving Certificate
l7naq1,eco,7. Nachqualifizierungsmassnahme vorgeschlagen,7. Decision Suggests Further Qualification
l7naq2,eco,7. Nachqualifizierungsmassnahme abgeschlossen,7. Further Qualification Completed
l7naq3,eco,7. Nachqualifizierungsmassnahme Anbieter,7. Further Qualification Provider
l7resul,eco,Resultat 7. Abschlussanerkennung,Result Recognition 7. Leaving Certificate
l7z02,mgh,"7. Zuzug aus Deutschland, ja/nein","7 . Migration from Germany, yes/no"
l7z02j,mgh,"7. Zuzug aus Deutschland, Jahr","7 . Migration from Germany, Year"
l7z02m,mgh,"7. Zuzug aus Deutschland, Monat","7 . Migration from Germany, Month"
l7z02nr,mgh,"7. Zuzug in welches anderes Land, Nr.","7 . Migration to Country, No."
l7z02w,mgh,7. Zuzug in anderes Land auf welchem Weg,"7 . Migration from Germany, In What Way"
l7z03,mgh,Nach 7. Zuzug noch ueber anderes Land,After 7 . Migration Via Other Country
l7z03e,mgh,"Nach 7. Zuzug nach Deutschland, Erwerbstaetigengruppe",After 7 . Migration to Germany Employment Group
l7z03j,mgh,"Nach 7. Zuzug nach Deutschland, Jahr","After 7 . Migration to Germany, Year"
l7z03m,mgh,"Nach 7. Zuzug nach Deutschland, Monat","After 7 . Migration to Germany, Month"
l7z03nr,mgh,"Nach 7. Zuzug in welches Land, Nr.","After 7 . Migration to Country, No."
l7z03w,mgh,Nach 7. Zuzug nach Deutschland auf welchem Weg,"After 7 . Migration to Germany, In What Way"
l8,asm,CAPI Gesamtwert weiss nicht,CAPI Total Value Of Tangible Assets Do Not Know
l8a01j,mgh,"8. Auslandsaufenthalt, Jahr","8. Stay Abroad, Year"
l8a01m,mgh,"8. Auslandsaufenthalt, Monat","8. Stay Abroad, Month"
l8a01w,mgh,8. Auslandsaufenthalt auf welchem Weg,"8. Stay Abroad, In What Way"
l8a02,mgh,Nach 8. Auslandsaufenthalt noch ueber anderes Land,After 8. Stay Abroad Via Other Country
l8a02nr,mgh,"Nach 8. Auslandsaufenthalt in welches Land, Nr.",After 8. Stay Abroad Country No.
l8a03,mgh,Nach 8. Auslandsaufenthalt nochmals weggezogen,After 8. Stay Abroad Moved Away Again
l8a03nr,mgh,"9. Auslandsaufenthalt, Land, Nr.","9. Stay Abroad, Country No."
l8ab17,eco,Abschlusszeugnis 8. Ausbildung,Leaving Certificate 8. Training/Qualification
l8aner,eco,Anerkennung 8. Abschlusszeugnis beantragt,Applied for Recognition of 8. Leaving Certificate
l8anerab,eco,8. Anerkennung entspricht Ausbildungsberuf/Hochschulabschluss,8. Recognition equals Leaving Certificate/University Degree
l8anerj,eco,Jahr Anerkennung 8. Abschlusszeugnis beantragt,"Applied for Recognition of 8. Leaving Certificate, Year"
l8anerm,eco,Monat Anerkennung 8. Abschlusszeugnis beantragt,"Applied for Recognition of 8. Leaving Certificate, Month"
l8anerno,eco,Grund 8. Anerkennung nicht beantragt,"Not Applied for 8. Recognition, Reason"
l8bes,eco,8. Antragsverfahren noch nicht abgeschlossen,Application Process Not Yet Finished
l8besj,eco,Jahr Bescheid 8. Anerkennung/Ablehnung erhalten,"Decision on 8. Recognition/Rejection, Year"
l8besm,eco,Monat Bescheid 8. Anerkennung/Ablehnung erhalten,"Decision on 8. Recognition/Rejection, Month"
l8inst,eco,fuer 8. Abschlussanerkennung zustaendiges Institut,Institution Responsible for Recognition 8. Leaving Certificate
l8naq1,eco,8. Nachqualifizierungsmassnahme vorgeschlagen,8. Decision Suggests Further Qualification
l8naq2,eco,8. Nachqualifizierungsmassnahme abgeschlossen,8. Further Qualification Completed
l8naq3,eco,8. Nachqualifizierungsmassnahme Anbieter,8. Further Qualification Provider
l8resul,eco,Resultat 8. Abschlussanerkennung,Result Recognition 8. Leaving Certificate
l8z02,mgh,"8. Zuzug aus Deutschland, ja/nein","8 . Migration from Germany, yes/no"
l8z02j,mgh,"8. Zuzug aus Deutschland, Jahr","8 . Migration from Germany, Year"
l8z02m,mgh,"8. Zuzug aus Deutschland, Monat","8 . Migration from Germany, Month"
l8z02nr,mgh,"8. Zuzug in welches anderes Land, Nr.","8 . Migration to Country, No."
l8z02w,mgh,8. Zuzug in anderes Land auf welchem Weg,"8 . Migration from Germany, In What Way"
l8z03,mgh,Nach 8. Zuzug noch ueber anderes Land,After 8 . Migration Via Other Country
l8z03e,mgh,"Nach 8. Zuzug nach Deutschland, Erwerbstaetigengruppe",After 8 . Migration to Germany Employment Group
l8z03j,mgh,"Nach 8. Zuzug nach Deutschland, Jahr","After 8 . Migration to Germany, Year"
l8z03m,mgh,"Nach 8. Zuzug nach Deutschland, Monat","After 8 . Migration to Germany, Month"
l8z03nr,mgh,"Nach 8. Zuzug in welches Land, Nr.","After 8 . Migration to Country, No."
l8z03w,mgh,Nach 8. Zuzug nach Deutschland auf welchem Weg,"After 8 . Migration to Germany, In What Way"
l9,dbt,CAPI Restschulden weiss nicht,CAPI Remaining Debt Do Not Know
l9a01j,mgh,"9. Auslandsaufenthalt, Jahr","9. Stay Abroad, Year"
l9a01m,mgh,"9. Auslandsaufenthalt, Monat","9. Stay Abroad, Month"
l9a01w,mgh,9. Auslandsaufenthalt auf welchem Weg,"9. Stay Abroad, In What Way"
l9a02,mgh,Nach 9. Auslandsaufenthalt noch ueber anderes Land,After 9. Stay Abroad Via Other Country
l9a02nr,mgh,"Nach 9. Auslandsaufenthalt in welches Land, Nr.",After 9. Stay Abroad Country No.
l9a03,mgh,Nach 9. Auslandsaufenthalt nochmals weggezogen,After 9. Stay Abroad Moved Away Again
l9a03nr,mgh,"10. Auslandsaufenthalt, Land, Nr.","10. Stay Abroad, Country No."
l9z02,mgh,"9. Zuzug aus Deutschland, ja/nein","9 . Migration from Germany, yes/no"
l9z02j,mgh,"9. Zuzug aus Deutschland, Jahr","9 . Migration from Germany, Year"
l9z02m,mgh,"9. Zuzug aus Deutschland, Monat","9 . Migration from Germany, Month"
l9z02nr,mgh,"9. Zuzug in welches anderes Land, Nr.","9 . Migration to Country, No."
l9z02w,mgh,9. Zuzug in anderes Land auf welchem Weg,"9 . Migration from Germany, In What Way"
l9z03,mgh,Nach 9. Zuzug noch ueber anderes Land,After 9 . Migration Via Other Country
l9z03e,mgh,"Nach 9. Zuzug nach Deutschland, Erwerbstaetigengruppe",After 9 . Migration to Germany Employment Group
l9z03j,mgh,"Nach 9. Zuzug nach Deutschland, Jahr","After 9 . Migration to Germany, Year"
l9z03m,mgh,"Nach 9. Zuzug nach Deutschland, Monat","After 9 . Migration to Germany, Month"
l9z03nr,mgh,"Nach 9. Zuzug in welches Land, Nr.","After 9 . Migration to Country, No."
l9z03w,mgh,Nach 9. Zuzug nach Deutschland auf welchem Weg,"After 9 . Migration to Germany, In What Way"
lab01,vod,Ausbildung/Studium abgeschlossen,Training/University Studies Completed
lab02,vod,"Lehre, Facharbeiterabschluss",Apprenticeship/ Vocational Training Completed
lab02j,vod,"Lehre, Facharbeiterabschluss im Jahr","Apprenticeship/ Vocational Training, Year"
lab03,vod,"Berufsfachschule, Handelsschule etc.",Specialized Vocational School
lab03j,vod,"Berufsfachschule, Handelsschule etc. im Jahr","Specialized Vocational School, Year"
lab04,vod,Fachschule,Specialized Technical School
lab04j,vod,Fachschule im Jahr,"Specialized Technical School, Year"
lab05,vod,Beamtenausbildung,Civil Servant Training
lab05j,vod,Beamtenausbildung im Jahr,"Civil Servant Training, Year"
lab06,vod,"Fachhochschule, Berufsakademie etc.",Technical/ Professional Oriented College etc.
lab06j,vod,"Fachhochschule, Berufsakademie etc. im Jahr","Technical/ Professional Oriented College etc., Year"
lab07,vod,"Universitaet,Hochschule","University,College"
lab07j,vod,"Universitaet,Hochschule im Jahr","University, College Year"
lab08,vod,Sonstiger Ausbildungsabschluss,Other Type Of Education Completed
lab08j,vod,Sonstiger Ausbildungsabschluss im Jahr,"Other Degree, Year"
lab08ka,vod,Abschluss GesamtKA,Degree/Completion â Item Nonresponse
lab10,eco,Ausbildung/Studium im Ausland,"Training, Study Abroad"
lab11,eco,Im Betrieb angelernt,Apprenticed
lab11j,eco,Im Betrieb angelernt Anschlussjahr,"In-House Training At A Company, Year of Completion"
lab12,eco,Im Betrieb laengere Ausbildung,Apprenticeship
lab12j,eco,Im Betrieb laengere Ausbildung Abschlussjahr,"Apprenticeship, Year of Completion"
lab13,eco,Besuch berufsbildender Schule,Attend Vocational School
lab13j,eco,Besuch berufsbildender Schule Abschlussjahr,"Vocational School, Year of Completion"
lab141,eco,Universitaet eher praktisch,University/College Rather Practical
lab141j,eco,Universitaet eher praktisch Abschlussjahr,"University/College Rather Practical, Year of Degree"
lab142,eco,Universitaet eher theoretisch,University/College Rather Theoretical
lab142j,eco,Universitaet eher theoretisch Abschlussjahr,"University/College Rather Theoretical, Year of Degree"
lab143,eco,Promotionsstudium absolviert,Completed Doctoral Studies
lab143j,eco,Promotionsstudium absolviert Abschlussjahr,"Doctoral Studies,Year of Completion"
lab15,eco,Sonstige Ausbildung,"Other Education,Training"
lab15j,eco,Sonstige Ausbildung Abschlussjahr,Other Training Year of Completion
lab15ka,eco,Ausbildung GesamtKA,Training - Item Nonresponse
lab19,edg,weiterer Abschluss angestrebt,Intending to Get Further Qualification
lab20,edg,Abschluss Lehre angestrebt,Intending to Complete Apprenticeship
lab21,edg,Abschluss Berufsfachschule angestrebt,Intending to Get Certificate From Full-Time Vocational School
lab22,edg,Abschluss Fachschule angestrebt,Intending to Get Certificate From Specialized Technical School
lab23,edg,Abschluss Beamter(in) angestrebt,Intending to Complete Civil Servant Training
lab24,edg,Abschluss Berufsakademie angestrebt,Intending to Get Certificate From Accreditite Professional School
lab25,edg,Abschluss Fachhochschule angestrebt,Intending to Get Degree from Professional College
lab26,edg,Abschluss Universitaet angestrebt,Intending to Get University Degree
lab26ka,edg,Abschluss GesamtKa,Degree/Completion â Item Nonresponse
lab40,vod,Promotion,Doctorate
lab40j,vod,Promotion im Jahr,"Doctorate, Year"
lamt,ljb,Letzte Stellung: Beamter,Last Worked As Civil Servant
lang,ljb,Letzte Stellung: Angestellter,Last Worked As White-Collar Worker
larb,ljb,Letzte Stellung: Arbeiter,Last Worked As Blue-Collar Worker
lazubi,ljb,"Letzte Stellung: Auszubildende, Praktikant",Last Occupational Status: In Training/Education
lberka,ljb,Derzeitige Stellung K.A.,Current Occ Status Item Nonresponse
lbund,paa,"letzter Schulbesuch Bundesland, Nr.","Last School Federal State, No."
lend,oct,Letzter Job in Deutschland Jahr,Last Time Employed in Germany Year
letztbef,int,"Jahr der letzten Befragung, Netto=10-19","Year Of Last Survey, Netto=10-99"
lfluel,mib,Beide Eltern als Vetriebene gekommen,Both Parents Came As Displaced Persons
lgeb,bad,Geburtsjahr,Year Of Birth
lgebd,mib,Lage des Geburtsortes,Location Place Of Birth
lgebmo,bad,Geburtsmonat,Month Of Birth
lgebnr,mib,"Geboren Ausserhalb Deutschlands, Nr.","Born Outside Germany, No."
lgebta,bad,Geburtstag,Day Of Birth
lgrola1,mib,Herkunftsland Grosseltern: Italien,Country Of Origin Grandpartens: Italy
lgrola2,mib,Herkunftsland Grosseltern: Spanien,Country Of Origin Grandpartens: Spain
lgrola3,mib,Herkunftsland Grosseltern: Griechenland,Country Of Origin Grandpartens: Greece
lgrola4,mib,Herkunftsland Grosseltern: Jugoslawien,Country Of Origin Grandpartens:
lgrola5,mib,Herkunftsland Grosseltern: Tuerkei,Country Of Origin Grandpartens: Turkey
lgrozug,mib,Mindestens ein Grosselternteil aus Italien etc.,At Least One Grandparent From Italy etc.
lint,int,Letztes Interview in Welle,Wave Last Interviewed
listl,ide,Listen- und lfd. Nummer im laufend.Jahr,Lists In Current Year
lj01,eha,LELA: Zeitpunkt 15 Jahre alt (Jahr),LELA: 15 Years Old (Year)
lj02,eha,LELA: Zeitpunkt 20 Jahre alt (Jahr),LELA: 20 Years Old (Year)
lj03,eha,LELA: Zeitpunkt 25 Jahre alt (Jahr),LELA: 25 Years Old (Year)
lj04,eha,LELA: Zeitpunkt 30 Jahre alt (Jahr),LELA: 30 Years Old (Year)
lj05,eha,LELA: Zeitpunkt 35 Jahre alt (Jahr),LELA: 35 Years Old (Year)
lj06,eha,LELA: Zeitpunkt 40 Jahre alt (Jahr),LELA: 40 Years Old (Year)
lj07,eha,LELA: Zeitpunkt 45 Jahre alt (Jahr),LELA: 45 Years Old (Year)
lj08,eha,LELA: Zeitpunkt 50 Jahre alt (Jahr),LELA: 50 Years Old (Year)
lj09,eha,LELA: Zeitpunkt 55 Jahre alt (Jahr),LELA: 55 Years Old (Year)
lj10,eha,LELA: Zeitpunkt 60 Jahre alt (Jahr),LELA: 60 Years Old (Year)
lj11,eha,LELA: Zeitpunkt 65 Jahre alt (Jahr),LELA: 65 Years Old (Year)
lkal1,eha,"in Schule, Studium, Abendschule","In School, University Studies, Night School"
lkal2,eha,"in Lehre, Ausbildung, Fortbildung, Umschulung","Vocational Training, Further Education, Retraining,"
lkal3,eha,"in Wehrdienst, FSJ, Krieg, Gefangenschaft","Military Service, Vol. Social Yr., War, Captivity"
lkal4,eha,voll berufstaetig,employed fulltime
lkal5,eha,"teilzeitbeschaeftigt, geringfuegig erwerbstaetig","employed part time, marginally employed"
lkal6,eha,arbeitslos,Officially Unemployed Apr Prev Yr
lkal7,eha,"Hausfrau, Hausmann","Housewife,Househusband Apr Prev Yr"
lkal8,eha,"in Ruhestand, Renter, Pensionaer","Retirement, Pensioner"
lkal9,eha,sonstiges,Other Apr Prev Yr
lkh01,tol,Ort der Kindheit,Main Residence During Childhood
lkh02,tol,im Ort der Kindheit geblieben,Still Lives In Main Residence During Childhood
lkh03,tol,Anzahl Jahre Kindheit bei beiden Eltern,Years Lived With Both Parents In Childhood
lkh04,tol,Anzahl Jahre Kindheit bei Mutter ohne Partner,Years Lived With Mother (Without Partner) In Childhood
lkh05,tol,Anzahl Jahre Kindheit bei Mutter mit neuem Partner,Years Lived With Mother (With Partner) In Childhood
lkh06,tol,Anzahl Jahre Kindheit bei Vater ohne Partner,Years Lived With Father (Without Partner) In Childhood
lkh07,tol,Anzahl Jahre Kindheit bei Vater mit neuem Partner,Years Lived With Father (With Partner) In Childhood
lkh08,tol,Anzahl Jahre Kindheit bei anderen Verwandten,Years Lived With Other Relatives In Childhood
lkh09,tol,Anzahl Jahre Kindheit bei Pflegeeltern,Years Lived With Foster Parents In Childhood
lkh10,tol,Anzahl Jahre Kindheit im Heim,Years Lived In Children's Home In Childhood
lkhka,tol,Anzahl Jahre Kindheit GesamtKA,Years Lived In Childhood N/A
lm01,fah,Wohnort Mutter,Place Of Residence Mother
lm02,fah,"Mutter verstorben, Jahr","Mother Died, Year"
lm03,fah,Geburtsjahr Mutter,Birth Year Of Mother
lm03a,mib,Mutter in Deutschland geboren,Mother Born In Germany
lm03bnr,mib,"Geburtsland Mutter Ausland, Nr","Country of Birth mother Abroad, no."
lm03c,mib,Jahr Zuzug Mutter nach Deutschland,Year Mother Moved To Germany
lm03d,pan,Mutter deutsche Staatsbuergerschaft,Mother German Citizenship
lm03enr,pan,Mutter aktuelle bzw. fruehere Staatsbuergerschaft,Mother Current/Former Citizenship
lm05a,ped,"Mutter Schulabschluss, Ort","Mother School Leaving Degree, Place"
lm05b,ped,Mutter Schulabschluss Deutschland,Mother School Leaving Degree In Germany
lm05c,ped,Mutter Schulabschluss Ausland,Mother School Leaving Degree Abroad
lm06,ped,"Mutter abgeschlossene Ausbildung, Studium",Mother Completet Vocational Training/ Academic Studies
lmusi,paa,in Jugend aktiv Musik gemacht,Musical Activities In Youth
loc1989,rer,Where did you live in 1989?,Where did you live in 1989?
loed,jcl,Letzter Betrieb oeffentlicher Dienst,Last Worked In Civil Service
lsab1,paa,letzter Schulbesuch Jahr,Other
lsab10,ics,Ausleander in letzter Schulklasse,Foreigners in Last Class
lsab11,edg,Schulabschluss in Zukunft angestrebt,Intending To Get Scholl Leaving Certificate
