study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-core,soep-core-2016-pb-m34,232,,12279,Was für eine berufliche Ausbildung oder Studium war das?,Bitte geben Sie alles Zutreffende an!,What type of vocational training or higher education / university studies was it?,Please select all responses that apply.,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,232,lab11,12279,Ich wurde in einem Betrieb angelernt,,I was trained in a company,,bin,,,lab11,,1@233,,,,,,
soep-core,soep-core-2016-pb-m34,232,lab12,12279,Ich habe in einem Betrieb eine längere Ausbildung gemacht,,I completed an extended training course in a company,,bin,,,lab12,,1@241v,,,,,,
soep-core,soep-core-2016-pb-m34,232,lab13,12279,Ich habe eine berufsbildende Schule besucht,,I attended a vocational training school,,bin,,,lab13,,1@250v,,,,,,
soep-core,soep-core-2016-pb-m34,232,lab141,12279,Ich habe eine Hochschule / Universität mit eher praktischer Ausrichtung besucht,,I attended a practically oriented college / university,,bin,,,lab141,,1@258v,,,,,,
soep-core,soep-core-2016-pb-m34,232,lab142,12279,Ich habe eine Hochschule / Universität mit eher theoretischer Ausrichtung besucht,,I attended a college / university with a more theoretical orientation,,bin,,,lab142,,1@166v,,,,,,
soep-core,soep-core-2016-pb-m34,232,lab143,12279,Ich habe ein Promotionsstudium absolviert,,I completed my doctorate,,bin,,,lab143,,1@274v,,,,,,
soep-core,soep-core-2016-pb-m34,232,lab15,12279,Sonstige Ausbildung,,Other training,,bin,,,lab15,,1@282v,lab15ka (entweder in logicals oder in generations),,,,,
soep-core,soep-core-2016-pb-m34,b034,,7342,"Betriebliche Ausbildung, Ausbildungswege,  Ausbildungsdauer und Anerkennung",,"Workplace Training, Vocational Training Programs, Duration of Training, and Recognition",,sec2,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,233v,,7343,"Jetzt geht es um etwas genauere Angaben zu Ihrer Ausbildung:
In einem Betrieb angelernt",,"Now we would like some slightly more precise information about your training.
Trained in a company",,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,233,lab11a,7344,"Wie haben Sie diese Ausbildung beendet?
In einem Betrieb angelernt","Bei zwei oder mehr Ausbildungen dieser Art, mit und ohne Abschluss, nennen Sie bitte die mit Abschluss.
Bei zwei oder mehr mit Abschluss, nennen Sie bitte die letzte Ausbildung.","How did you end this training?
Trained in a company","For two or more training courses of this type, with and without final qualification, please answer for the one with a qualification.
If there are two or more with a qualification, please answer for the most recent one.",cat,1746+,,lab11a,,,,,,,,
soep-core,soep-core-2016-pb-m34,234,,12280,In welchem Jahr haben Sie diese Ausbildung beendet?,,In which year did you end this training?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,234,lab11j,12280,Jahre,,years,,int,,,lab11j,,,,,,,,
soep-core,soep-core-2016-pb-m34,235,,12281,Wie lange hat diese Ausbildung gedauert?,,How long did this training last?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,235,lab11dj,12281,Jahre,,years,,int,,,lab11dj,,"233;lab11a=3,2@290",,,,,,
soep-core,soep-core-2016-pb-m34,235,lab11dm,12281,Monate,,months,,int,,,lab11dm,,,,,,,,
soep-core,soep-core-2016-pb-m34,236,l1aner,7347,Haben Sie in Deutschland die Anerkennung Ihres Abschlusses beantragt?,,Did you apply for recognition of your qualifications in Germany?,,cat,1328+,,l1aner,,2@290,,,,,,
soep-core,soep-core-2016-pb-m34,237,l1anerx,7348,Für welchen deutschen Beruf haben Sie den Antrag auf Anerkennung gestellt?,,For which German profession did you apply for recognition of your qualifications?,,chr,,,l1anerx,,,,,,,,
soep-core,soep-core-2016-pb-m34,238,,11816,Wann haben Sie die Anerkennung Ihres Abschlusses beantragt?,,When did you apply for recognition of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,238,l1anerj,11816,Jahr,,Year,,int,,,l1anerj,,,,,,,,
soep-core,soep-core-2016-pb-m34,238,l1anerm,11816,Monat,,Month,,int,,,l1anerm,,,,,,,,
soep-core,soep-core-2016-pb-m34,239,l1resul,7350,Haben Sie schon den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,Have you already received notification of either recognition or rejection of your qualifications?,,cat,1747+,,l1resul,,4@290,,,,,,
soep-core,soep-core-2016-pb-m34,240,,11819,Wann haben Sie den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,When did you receive notification of either recognition or rejection of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,240,l1besj,11819,Jahr,,Year,,int,,,l1besj,,,,,,,,
soep-core,soep-core-2016-pb-m34,240,l1besm,11819,Monat,,Month,,int,,,l1besm,,,,,,,,
soep-core,soep-core-2016-pb-m34,241v,,7352,"Jetzt geht es um etwas genauere Angaben zu Ihrer Ausbildung:
Längere Ausbildung in einem Betrieb",,"Now we would like some slightly more precise information about your training:
Extended training in a company.",,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,242,lab12a,7353,"Wie haben Sie diese Ausbildung beendet?
Längere Ausbildung in einem Betrieb","Bei zwei oder mehr Ausbildungen dieser Art, mit und ohne Abschluss, nennen Sie bitte die mit Abschluss.
Bei zwei oder mehr mit Abschluss, nennen Sie bitte die letzte Ausbildung.","How did you end this training?
Extended training in a company.","For two or more training courses of this type, with and without final qualification, please answer for the one with a qualification.
If there are two or more with a qualification, please answer for the most recent one.",cat,1748+,,lab12a,,,,,,,,
soep-core,soep-core-2016-pb-m34,243,,12282,In welchem Jahr haben Sie diese Ausbildung beendet?,,In which year did you end this training?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,243,lab12j,12282,Jahr,,Year,,int,,,lab12j,,,,,,,,
soep-core,soep-core-2016-pb-m34,244,,12283,In welchem Jahr haben Sie diese Ausbildung beendet?,,In which year did you end this training?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,244,lab12dj,12283,Jahre,,years,,int,,,lab12dj,,,,,,,,
soep-core,soep-core-2016-pb-m34,244,lab12dm,12283,Monate,,months,,int,,,lab12dm,,"242;lab12a=3,2@290",,,,,,
soep-core,soep-core-2016-pb-m34,245,l2aner,7356,Haben Sie in Deutschland die Anerkennung Ihres Abschlusses beantragt?,,Did you apply for recognition of your qualifications in Germany?,,cat,1328+,,l2aner,,2@290,,,,,,
soep-core,soep-core-2016-pb-m34,246,l2anerx,7357,Für welchen deutschen Beruf haben Sie den Antrag auf Anerkennung gestellt?,,For which German profession did you apply for recognition of your qualifications?,,chr,,,l2anerx,,,,,,,,
soep-core,soep-core-2016-pb-m34,247,,11834,Wann haben Sie die Anerkennung Ihres Abschlusses beantragt?,,When did you apply for recognition of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,247,l2anerj,11834,Jahre,,years,,int,,,l2anerj,,,,,,,,
soep-core,soep-core-2016-pb-m34,247,l2anerm,11834,Monate,,months,,int,,,l2anerm,,,,,,,,
soep-core,soep-core-2016-pb-m34,248,l2resul,7359,Haben Sie schon den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,Have you already received notification of either recognition or rejection of your qualifications?,,cat,1747+,,l2resul,,4@290,,,,,,
soep-core,soep-core-2016-pb-m34,249,,12284,Wann haben Sie den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,When did you receive notification of either recognition or rejection of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,249,l2besj,12284,Jahre,,years,,int,,,l2besj,,,,,,,,
soep-core,soep-core-2016-pb-m34,249,l2besm,12284,Monate,,months,,int,,,l2besm,,,,,,,,
soep-core,soep-core-2016-pb-m34,250v,,7361,"Jetzt geht es um etwas genauere Angaben zu Ihrer Ausbildung:
Ausbildung in einer berufsbildenden Schule",,"Now we would like some slightly more precise information about your training:
Training in a vocational training school",,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,250,lab13a,7362,"Wie haben Sie diese Ausbildung beendet?
Ausbildung in einer berufsbildenden Schule","Bei zwei oder mehr Ausbildungen dieser Art, mit und ohne Abschluss, nennen Sie bitte die mit Abschluss.
Bei zwei oder mehr mit Abschluss, nennen Sie bitte die letzte Ausbildung.","How did you end this training?
Training in a vocational training school","For two or more training courses of this type, with and without final qualification, please answer for the one with a qualification.
If there are two or more with a qualification, please answer for the most recent one.",cat,1748+,,lab13a,,,,,,,,
soep-core,soep-core-2016-pb-m34,251,,12285,In welchem Jahr haben Sie diese Ausbildung beendet?,,In which year did you end this training?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,251,lab13j,12285,Jahr,,Year,,int,,,lab13j,,,,,,,,
soep-core,soep-core-2016-pb-m34,252,,12286,Wie lange hat diese Ausbildung gedauert?,,How long did this training last?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,252,lab13dj,12286,Jahre,,years,,int,,,lab13dj,,,,,,,,
soep-core,soep-core-2016-pb-m34,252,lab13dm,12286,Monate,,months,,int,,,lab13dm,,"250:lab13a=3,2@290",,,,,,
soep-core,soep-core-2016-pb-m34,253,l3aner,7365,Haben Sie in Deutschland die Anerkennung Ihres Abschlusses beantragt?,,Did you apply for recognition of your qualifications in Germany?,,cat,1328+,,l3aner,,2@290,,,,,,
soep-core,soep-core-2016-pb-m34,254,l3anerx,7366,Für welchen deutschen Beruf haben Sie den Antrag auf Anerkennung gestellt?,,For which German profession did you apply for recognition of your qualifications?,,chr,,,l3anerx,,,,,,,,
soep-core,soep-core-2016-pb-m34,255,,11846,Wann haben Sie die Anerkennung Ihres Abschlusses beantragt?,,When did you apply for recognition of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,255,l3anerj,11846,Jahr,,Year,,int,,,l3anerj,,,,,,,,
soep-core,soep-core-2016-pb-m34,255,l3anerm,11846,Monat,,Month,,int,,,l3anerm,,,,,,,,
soep-core,soep-core-2016-pb-m34,256,l3resul,7368,Haben Sie schon den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,Have you already received notification of either recognition or rejection of your qualifications?,,cat,1747+,,l3resul,,4@290,,,,,,
soep-core,soep-core-2016-pb-m34,257,,12287,Wann haben Sie den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,When did you receive notification of either recognition or rejection of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,257,l3besj,12287,Jahr,,Year,,int,,,l3besj,,,,,,,,
soep-core,soep-core-2016-pb-m34,257,l3besm,12287,Monat,,Month,,int,,,l3besm,,,,,,,,
soep-core,soep-core-2016-pb-m34,258v,,7370,"Jetzt geht es um etwas genauere Angaben zu Ihrer Ausbildung:
Hochschule / Universität mit eher praktischer Ausrichtung",,"Now we would like some slightly more precise information about your training:
practically oriented college / university",,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,258,lab141a,7371,"Wie haben Sie diese Ausbildung beendet?
Hochschule / Universität mit eher praktischer Ausrichtung","Bei zwei oder mehr Ausbildungen dieser Art, mit und ohne Abschluss, nennen Sie bitte die mit Abschluss.
Bei zwei oder mehr mit Abschluss, nennen Sie bitte die letzte Ausbildung.","How did you end this training?
practically oriented college / university","For two or more training courses of this type, with and without final qualification, please answer for the one with a qualification.
If there are two or more with a qualification, please answer for the most recent one.",cat,1748+,,lab141a,,,,,,,,
soep-core,soep-core-2016-pb-m34,259,,12288,In welchem Jahr haben Sie diese Ausbildung beendet?,,In which year did you end this training?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,259,lab141j,12288,Jahr,,Year,,int,,,lab141j,,,,,,,,
soep-core,soep-core-2016-pb-m34,260,,12289,Wie lange hat diese Ausbildung gedauert?,,How long did this training last?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,260,lab141dj,12289,Jahre,,years,,int,,,lab141dj,,,,,,,,
soep-core,soep-core-2016-pb-m34,260,lab141dm,12289,Monate,,months,,int,,,lab141dm,,"258:lab141a=3,2@290",,,,,,
soep-core,soep-core-2016-pb-m34,261,l4aner,7374,Haben Sie in Deutschland die Anerkennung Ihres Abschlusses beantragt?,,Did you apply for recognition of your qualifications in Germany?,,cat,1328+,,l4aner,,2@290,,,,,,
soep-core,soep-core-2016-pb-m34,262,l4anerx,7375,Für welchen deutschen Beruf haben Sie den Antrag auf Anerkennung gestellt?,,For which German profession did you apply for recognition of your qualifications?,,chr,,,l4anerx,,,,,,,,
soep-core,soep-core-2016-pb-m34,263,,11857,Wann haben Sie die Anerkennung Ihres Abschlusses beantragt?,,When did you apply for recognition of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,263,l4anerj,11857,Jahr,,Year,,int,,,l4anerj,,,,,,,,
soep-core,soep-core-2016-pb-m34,263,l4anerm,11857,Monat,,Month,,int,,,l4anerm,,,,,,,,
soep-core,soep-core-2016-pb-m34,264,l4resul,7377,Haben Sie schon den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,Have you already received notification of either recognition or rejection of your qualifications?,,cat,1747+,,l4resul,,4@290,,,,,,
soep-core,soep-core-2016-pb-m34,265,,12290,Wann haben Sie den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,When did you receive notification of either recognition or rejection of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,265,l4besj,12290,Jahr,,Year,,int,,,l4besj,,,,,,,,
soep-core,soep-core-2016-pb-m34,265,l4besm,12290,Monat,,Month,,int,,,l4besm,,,,,,,,
soep-core,soep-core-2016-pb-m34,266v,,7379,"Jetzt geht es um etwas genauere Angaben zu Ihrer Ausbildung:
Hochschule / Universität mit eher theoretischer Ausrichtung",,"Now we would like some slightly more precise information about your training:
theoretically oriented college / university",,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,266,lab142a,7380,"Wie haben Sie diese Ausbildung beendet?
Hochschule / Universität mit eher theoretischer Ausrichtung","Bei zwei oder mehr Ausbildungen dieser Art, mit und ohne Abschluss, nennen Sie bitte die mit Abschluss.
Bei zwei oder mehr mit Abschluss, nennen Sie bitte die letzte Ausbildung.","How did you end this training?
theoretically oriented college / university","For two or more training courses of this type, with and without final qualification, please answer for the one with a qualification.
If there are two or more with a qualification, please answer for the most recent one.",cat,1748+,,lab142a,,,,,,,,
soep-core,soep-core-2016-pb-m34,267,,12291,In welchem Jahr haben Sie diese Ausbildung beendet?,,In which year did you end this training?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,267,lab142j,12291,Jahr,,Year,,int,,,lab142j,,,,,,,,
soep-core,soep-core-2016-pb-m34,268,,12292,Wie lange hat diese Ausbildung gedauert?,,How long did this training last?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,268,lab142dj,12292,Jahre,,years,,int,,,lab142dj,,,,,,,,
soep-core,soep-core-2016-pb-m34,268,lab142dm,12292,Monate,,months,,int,,,lab142dm,,"266:lab142a=3,2@290",,,,,,
soep-core,soep-core-2016-pb-m34,269,l5aner,7383,Haben Sie in Deutschland die Anerkennung Ihres Abschlusses beantragt?,,Did you apply for recognition of your qualifications in Germany?,,cat,1328+,,l5aner,,2@290,,,,,,
soep-core,soep-core-2016-pb-m34,270,l5anerx,7384,Für welchen deutschen Beruf haben Sie den Antrag auf Anerkennung gestellt?,,For which German profession did you apply for recognition of your qualifications?,,chr,,,l5anerx,,,,,,,,
soep-core,soep-core-2016-pb-m34,271,,11862,Wann haben Sie die Anerkennung Ihres Abschlusses beantragt?,,When did you apply for recognition of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,271,l5anerj,11862,Jahr,,Year,,int,,,l5anerj,,,,,,,,
soep-core,soep-core-2016-pb-m34,271,l5anerm,11862,Monat,,Month,,int,,,l5anerm,,,,,,,,
soep-core,soep-core-2016-pb-m34,272,l5resul,7386,Haben Sie schon den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,Have you already received notification of either recognition or rejection of your qualifications?,,cat,1747+,,l5resul,,4@290,,,,,,
soep-core,soep-core-2016-pb-m34,273,,12293,Wann haben Sie den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,When did you receive notification of either recognition or rejection of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,273,l5besj,12293,Jahr,,Year,,int,,,l5besj,,,,,,,,
soep-core,soep-core-2016-pb-m34,273,l5besm,12293,Monat,,Month,,int,,,l5besm,,,,,,,,
soep-core,soep-core-2016-pb-m34,274v,,7388,"Jetzt geht es um etwas genauere Angaben zu Ihrer Ausbildung:
Promotionsstudium",,"Now we would like some slightly more precise information about your training:
Doctoral studies",,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,274,lab143a,7389,"Wie haben Sie diese Ausbildung beendet?
Promotionsstudium","Bei zwei oder mehr Ausbildungen dieser Art, mit und ohne Abschluss, nennen Sie bitte die mit Abschluss.
Bei zwei oder mehr mit Abschluss, nennen Sie bitte die letzte Ausbildung.","How did you end this training?
Doctoral studies","For two or more training courses of this type, with and without final qualification, please answer for the one with a qualification.
If there are two or more with a qualification, please answer for the most recent one.",cat,1748+,,lab143a,,,,,,,,
soep-core,soep-core-2016-pb-m34,275,,12294,In welchem Jahr haben Sie diese Ausbildung beendet?,,In which year did you end this training?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,275,lab143j,12294,Jahr,,Year,,int,,,lab143j,,,,,,,,
soep-core,soep-core-2016-pb-m34,276,,12295,Wie lange hat diese Ausbildung gedauert?,,How long did this training last?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,276,lab143dj,12295,Jahre,,years,,int,,,lab143dj,,,,,,,,
soep-core,soep-core-2016-pb-m34,276,lab143dm,12295,Monate,,months,,int,,,lab143dm,,"274:lab143a=3,2@290",,,,,,
soep-core,soep-core-2016-pb-m34,277,l6aner,7392,Haben Sie in Deutschland die Anerkennung Ihres Abschlusses beantragt?,,Did you apply for recognition of your qualifications in Germany?,,cat,1328+,,l6aner,,2@290,,,,,,
soep-core,soep-core-2016-pb-m34,278,l6anerx,7393,Für welchen deutschen Beruf haben Sie den Antrag auf Anerkennung gestellt?,,For which German profession did you apply for recognition of your qualifications?,,chr,,,l6anerx,,,,,,,,
soep-core,soep-core-2016-pb-m34,279,,12296,Wann haben Sie die Anerkennung Ihres Abschlusses beantragt?,,When did you apply for recognition of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,279,l6anerj,12296,Jahr,,Year,,int,,,l6anerj,,,,,,,,
soep-core,soep-core-2016-pb-m34,279,l6anerm,12296,Monat,,Month,,int,,,l6anerm,,,,,,,,
soep-core,soep-core-2016-pb-m34,280,l6resul,7395,Haben Sie schon den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,Have you already received notification of either recognition or rejection of your qualifications?,,cat,1747+,,l6resul,,4@290,,,,,,
soep-core,soep-core-2016-pb-m34,281,,12297,Wann haben Sie den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,When did you receive notification of either recognition or rejection of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,281,l6besj,12297,Jahr,,Year,,int,,,l6besj,,,,,,,,
soep-core,soep-core-2016-pb-m34,281,l6besm,12297,Monat,,Month,,int,,,l6besm,,,,,,,,
soep-core,soep-core-2016-pb-m34,282,,7397,"Jetzt geht es um etwas genauere Angaben zu Ihrer Ausbildung:
Sonstige Ausbildung",,"Now we would like some slightly more precise information about your training:
Other training",,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,282,lab15a,7397,"Wie haben Sie diese Ausbildung beendet?
Sonstige Ausbildung","Bei zwei oder mehr Ausbildungen dieser Art, mit und ohne Abschluss, nennen Sie bitte die mit Abschluss.
Bei zwei oder mehr mit Abschluss, nennen Sie bitte die letzte Ausbildung.","How did you end this training?
Other training","For two or more training courses of this type, with and without final qualification, please answer for the one with a qualification.
If there are two or more with a qualification, please answer for the most recent one.",cat,1748+,,lab15a,,,,,,,,
soep-core,soep-core-2016-pb-m34,283,,12298,In welchem Jahr haben Sie diese Ausbildung beendet?,,In which year did you end this training?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,283,lab15j,12298,Jahr,,Year,,int,,,lab15j,,,,,,,,
soep-core,soep-core-2016-pb-m34,284,,12299,Wie lange hat diese Ausbildung gedauert?,,How long did this training last?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,284,lab15dj,12299,Jahre,,years,,int,,,lab15dj,,,,,,,,
soep-core,soep-core-2016-pb-m34,284,lab15dm,12299,Monate,,months,,int,,,lab15dm,,"282:lab15a=3,2@290",,,,,,
soep-core,soep-core-2016-pb-m34,285,l7aner,7400,Haben Sie in Deutschland die Anerkennung Ihres Abschlusses beantragt?,,Did you apply for recognition of your qualifications in Germany?,,cat,1328+,,l7aner,,2@290,,,,,,
soep-core,soep-core-2016-pb-m34,286,l7anerx,7401,Für welchen deutschen Beruf haben Sie den Antrag auf Anerkennung gestellt?,,For which German profession did you apply for recognition of your qualifications?,,chr,,,l7anerx,,,,,,,,
soep-core,soep-core-2016-pb-m34,287,,12300,Wann haben Sie die Anerkennung Ihres Abschlusses beantragt?,,When did you apply for recognition of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,287,l7anerj,12300,Jahr,,Year,,int,,,l7anerj,,,,,,,,
soep-core,soep-core-2016-pb-m34,287,l7anerm,12300,Monat,,Month,,int,,,l7anerm,,,,,,,,
soep-core,soep-core-2016-pb-m34,288,l7resul,7403,Haben Sie schon den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,Have you already received notification of either recognition or rejection of your qualifications?,,cat,1747+,,l7resul,,4@290,,,,,,
soep-core,soep-core-2016-pb-m34,289,,12301,Wann haben Sie den Bescheid über die Anerkennung oder die Ablehnung Ihres Abschlusses erhalten?,,When did you receive notification of either recognition or rejection of your qualifications?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,289,l7besj,12301,Jahr,,Year,,int,,,l7besj,,,,,,,,
soep-core,soep-core-2016-pb-m34,289,l7besm,12301,Monat,,Month,,int,,,l7besm,,,,,,,,
soep-core,soep-core-2016-pb-m34,290,lab19,7405,Streben Sie in der Zukunft noch einen beruflichen Ausbildungsabschluss oder Hochschulabschluss an?,,Are you aiming to obtain a vocational qualification or a higher education / university qualification?,,cat,1744+,,lab19,,3@292,,,,,,
soep-core,soep-core-2016-pb-m34,291,,12302,Welchen der folgenden Abschlüsse streben Sie an?,Bitte geben Sie alles Zutreffende an!,Which of the following qualifications are you aiming for?,Please select all responses that apply.,txt,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,291,lab20,12302,Abschluss einer Lehre,,Apprenticeship qualification,,bin,,,lab20,,,,,,,,
soep-core,soep-core-2016-pb-m34,291,lab21,12302,Berufsfachschule oder Schule des Gesundheitswesens,,Vocational training school or health system training institution,,bin,,,lab21,,,,,,,,
soep-core,soep-core-2016-pb-m34,291,lab22,12302,"Fachschule (z.B. Meister-, Technikerschule)",,"Technical college (e.g. guild school, technician's college)",,bin,,,lab22,,,,,,,,
soep-core,soep-core-2016-pb-m34,291,lab23,12302,Beamtenausbildung,,Civil service training,,bin,,,lab23,,,,,,,,
soep-core,soep-core-2016-pb-m34,291,lab24,12302,Anerkannte Berufsakademie,,Recognized vocational academy,,bin,,,lab24,,,,,,,,
soep-core,soep-core-2016-pb-m34,291,lab25,12302,Fachhochschule,,University of applied sciences,,bin,,,lab25,,,,,,,,
soep-core,soep-core-2016-pb-m34,291,lab26,12302,Universität,,University,,bin,,,lab26,,,lab26ka (entweder in logicals oder in generations),,,,,
soep-core,soep-core-2016-pb-m34,292,paus1,7407,"Sind Sie derzeit in Ausbildung? Das heißt: Besuchen Sie eine Schule oder Hochschule (einschließlich Promotion), machen Sie eine Berufsausbildung oder nehmen Sie an einem Weiterbildungslehrgang teil?",,"Are you currently in training? This means: Are you attending a school or college / university (including doctoral studies), are you taking vocational training or are you taking a continuing professional development course?",,cat,1328+,,paus1,,2@298,,,,,,
soep-core,soep-core-2016-pb-m34,293,paus,7408,Was für eine Ausbildung oder Weiterbildung ist das?,,What type of vocational training or continuing professional development course is it?,,cat,1749+,,paus,,(2@295) | (3@296) | (4@297),,,,,,
soep-core,soep-core-2016-pb-m34,294,paus2,7409,Was für eine allgemeinbildende Schule ist das?,,What type of general education establishment is it?,,cat,1750+,,paus2,,ALL@298,,,,,,
soep-core,soep-core-2016-pb-m34,295,paus3,7410,Was für eine Hochschule / Universität ist das?,,What type of college / university is it?,,cat,1751+,,paus3,,ALL@298,,,,,,
soep-core,soep-core-2016-pb-m34,296,paus5,7411,Was für eine berufliche Ausbildung ist das?,,What type of vocational training is it?,,cat,1752+,,paus5,,ALL@298,,,,,,
soep-core,soep-core-2016-pb-m34,297,paus4,7412,Was für eine Weiterbildung / Umschulung ist das?,,What type of further training/retraining is that?,,cat,1753+,,paus4,,,,,,,,
soep-core,soep-core-2016-pb-m34,b041,,8400,Gesundheit und Krankheit,,Health and Illness,,sec1,,,,,,,,,,,
soep-core,soep-core-2016-pb-m34,298,pzuf01,7414,Wie zufrieden sind Sie gegenwärtig mit Ihrer Gesundheit?,"Antworten Sie bitte wieder anhand einer Skala.
Der Wert 0 bedeutet: ganz und gar unzufrieden.
Der Wert 10 bedeutet: ganz und gar zufrieden.
Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.",How satisfied are you with your current health?,"Please provide your answers using the scale provided again.
A value of 0 means: totally dissatisfied.
A value of 10 means: totally satisfied.
You can use the in-between ratings to tailor your response.",cat,1717+,,pzuf01,,,,,,,,
soep-core,soep-core-2016-pb-m34,299,pges01,7415,Wie würden Sie Ihren gegenwärtigen Gesundheitszustand beschreiben?,,How would you describe your current state of health?,,cat,1754+,,pges01,,,,,,,,
soep-core,soep-core-2016-pb-m34,300,pges02,7416,"Wenn Sie Treppen steigen müssen, also mehrere Stockwerke zu Fuß hochgehen:
Beeinträchtigt Sie dabei Ihr Gesundheitszustand stark, ein wenig oder gar nicht?",,"If you have to climb stairs, i.e. walk up several floors:
Does your state of health restrict you a lot, a little or not at all?",,cat,1755+,,pges02,,,,,,,,
soep-core,soep-core-2016-pb-m34,301,pges03,7417,"Und wie ist das mit anderen anstrengenden Tätigkeiten im Alltag,
wenn man z.B. etwas Schweres heben muss oder Beweglichkeit braucht:
Beeinträchtigt Sie dabei Ihr Gesundheitszustand stark, ein wenig oder gar nicht?",,"And what about other strenuous activities in everyday life, e.g.  when you have to lift something heavy or need to be mobile:
Does your state of health restrict you a lot, a little or not at all?",,cat,1755+,,pges03,,,,,,,,
soep-core,soep-core-2016-pb-m34,302,pges04,7418,"Wie oft kam es in den letzten vier Wochen vor, dass Sie sich gehetzt oder unter Zeitdruck fühlten?",,How often in the last four weeks did you feel rushed or under time pressure?,,cat,1756+,,pges04,,,,,,,,
soep-core,soep-core-2016-pb-m34,303,pges05,7419,"Wie oft kam es in den letzten vier Wochen vor, dass Sie sich niedergeschlagen und trübsinnig fühlten?",,How often in the last four weeks did you feel in low spirits and melancholy?,,cat,1756+,,pges05,,,,,,,,
soep-core,soep-core-2016-pb-m34,304,pges06,7420,"Wie oft kam es in den letzten vier Wochen vor, dass Sie sich ruhig und ausgeglichen fühlten?",,How often in the last four weeks did you feel calm and balanced?,,cat,1756+,,pges06,,,,,,,,
