"concept","topic","topic_prefix","label_de","label","label_old","label_de_old"
"pfrei01","T0902000000000000","ltm","Essen,trinken gehen","Go Eating, Drinking","Go Out Eating, Drinking","Essen,trinken gehen"
"pfrei02","T0902000000000000","ltm","Besuche Nachbarn,Freunde","Visit Neighbors, Friends","Visit Neighbors, Friends","Besuche Nachbarn,Freunde"
"pfrei03","T0902000000000000","ltm","Besuche Familie,Verwandte","Visit Family, Relatives","Visit Family, Relatives","Besuche Familie,Verwandte"
"pfrei04","T0902000000000000","ltm","Ausfluege,Kurzreisen","Excursions, Short Trips","Excursions, Short Trips","Ausfluege,Kurzreisen"
"pfrei05","T0902000000000000","ltm","Beteilig. Parteien, Kommunalpolitik, Buergerinitiativen","Participate In Local Politics","Participate In Local Politics","Beteilig. Parteien, Kommunalpolitik, Buergerinitiativen"
"pfrei06","T0902000000000000","ltm","Ehrenamtliche Taetigkeit in Vereinen, Verbaenden, ...","Perform Volunteer Work","Perform Volunteer Work","Ehrenamtliche Taetigkeit in Vereinen, Verbaenden, ..."
"pfrei07","T0902000000000000","ltm","Kirchgang, Besuch religioeser Veranstaltungen","Attend Church Or Other Religious Events","Attend Church Or Other Religious Events","Kirchgang, Besuch religioeser Veranstaltungen"
"pfrei08","T0902000000000000","ltm","Fernsehen, Video","Hours Per Weekday On TV","TV, video","Fernsehen, Video"
"pfrei09","T0902000000000000","ltm","Private PC-Nutzung","Private PC Usage","Private Pers. Computer Use","Private PC-Nutzung"
"pfrei10","T0902000000000000","ltm","Private Internet-Nutzung","Private Internet Usage","Private Pers. Internet Use","Private Internet-Nutzung"
"pfrei11","T0902000000000000","ltm","Kuenstlerische und musische Taetigkeiten","Artistic Activities","Artistic Activities","Kuenstlerische und musische Taetigkeiten"
"pfrei12","T0902000000000000","ltm","Basteln, Handarbeiten, Reperaturen, Gartenarbeit","Tinkering, Garden Work","Tinkering, Garden Work","Basteln, Handarbeiten, Reperaturen, Gartenarbeit"
"pfrei13","T0902000000000000","ltm","Fahrzeugpflege,-reparaturen","Auto Repair","Auto Repair","Fahrzeugpflege,-reparaturen"
"pfrei14","T0902000000000000","ltm","Aktiver Sport","Participate In Sports","Participate In Sports","Aktiver Sport"
"pfrei15","T0902000000000000","ltm","Besuch von Sportveranstaltung","Visit Sport Events","Visit Sport Events","Besuch von Sportveranstaltung"
"pfrei16","T0902000000000000","ltm","Besuch von Kino,Pop/Jazz Konzerte,Disco","Attend Cinema, Pop Concerts, Disco","Attend Cinema, Pop Concerts, Disco","Besuch von Kino,Pop/Jazz Konzerte,Disco"
"pfrei17","T0902000000000000","ltm","Besuch von Oper, klass. Konzerte, Theater, Ausstellungen","Attend Opera, Classcl Concerts, Theater","Attend Opera, Classic Concerts, Theatre, Expositions","Besuch von Oper, klass. Konzerte, Theater, Ausstellungen"
"pfrei18","T0404050000000000","cfa","Kontakt zu Freunden, Verwandten im Ausland","Contact To Friends, Relatives Abroad","Contact To Friends, Relatives Abroad","Kontakt zu Freunden, Verwandten im Ausland"
"pfrei19","T0902000000000000","ltm","Nutzen sozialer Online-Netzwerke","Use of Social Networks (online)","Use of Social Networks (online)","Nutzen sozialer Online-Netzwerke"
"pfreun1","T1002030000000000","ics","Ausleander im Freundeskreis","Foreigners In Circle Of Friends","Foreigners In Circle Of Friends","Ausleander im Freundeskreis"
"pfreun2","T1003040000000000","trr","Kontakt zu Freunden, Verwandten im Ausland","Contact To Friends, Relatives Abroad","Contact To Friends, Relatives Abroad","Kontakt zu Freunden, Verwandten im Ausland"
"pfs011","T0406040200000000","mas","Heirat","Married","Quit Job For Marriage","Heirat"
"pfs012","T0406040200000000","mas","Heirat Monat Vorjahr","Month Married Previous Year","Month Married Survey Year","Heirat Monat Vorjahr"
"pfs013","T0406040200000000","mas","Heirat Monat aktuelles Jahr","Month Married Survey Year","Month Married Previous Year","Heirat Monat aktuelles Jahr"
"pfs021","T0406040300000000","mwp","Zusammenzug mit Partner","Moved In Together","Moved In Together","Zusammenzug mit Partner"
"pfs022","T0406040300000000","mwp","Zusammenzug mit Partner Monat Vorjahr","Month Moved In Together Previous Year","Month Moved In Together Survey Year","Zusammenzug mit Partner Monat Vorjahr"
"pfs023","T0406040300000000","mwp","Zusammenzug mit Partner Monat aktuelles Jahr","Month Moved In Together Previous Year","Month Moved In Together Previous Year","Zusammenzug mit Partner Monat aktuelles Jahr"
"pfs031","T0406040800000000","clh","Kind geboren","Child Born","Child Born","Kind geboren"
"pfs032","T0406040800000000","clh","Kind geboren Monat Vorjahr","Month Child Born Previous Year","Month Child Born Survey Year","Kind geboren Monat Vorjahr"
"pfs033","T0406040800000000","clh","Kind geboren Monat aktuelles Jahr","Month Child Born Survey Year","Month Child Born Previous Year","Kind geboren Monat aktuelles Jahr"
"pfs041","T0406040700000000","clh","Kind hat HH verlassen","Child Moved Out","Child Moved Out","Kind hat HH verlassen"
"pfs042","T0406040700000000","clh","Kind hat HH verlassen Monat Vorjahr","Month Child Moved Out Previous Year","Month Child Moved Out Survey Year","Kind hat HH verlassen Monat Vorjahr"
"pfs043","T0406040700000000","clh","Kind hat HH verlassen Monat aktuelles Jahr","Month Child Moved Out Survey Year","Month Child Moved Out Previous Year","Kind hat HH verlassen Monat aktuelles Jahr"
"pfs051","T0406040500000000","spa","Trennung von Partner","Separated From Partner","Separated From Partner","Trennung von Partner"
"pfs052","T0406040500000000","spa","Trennung von Partner Monat Vorjahr","Month Separated Previous Year","Month Separated Survey Year","Trennung von Partner Monat Vorjahr"
"pfs053","T0406040500000000","spa","Trennung von Partner Monat aktuelles Jahr","Month Separated Survey Year","Month Separated Previous Year","Trennung von Partner Monat aktuelles Jahr"
"pfs061","T0406040400000000","dvr","Scheidung","Divorced","Divorced","Scheidung"
"pfs062","T0406040400000000","dvr","Scheidung Monat Vorjahr","Month Divorced Previous Year","Month Divorced Survey Year","Scheidung Monat Vorjahr"
"pfs063","T0406040400000000","dvr","Scheidung Monat aktuelles Jahr","Month Divorced Survey Year","Month Divorced Previous Year","Scheidung Monat aktuelles Jahr"
"pfs071","T0406040600000000","dpa","Tod des Partners","Partner Died","Partner Died","Tod des Partners"
"pfs072","T0406040600000000","dpa","Tod des Partners Monat Vorjahr","Month Partner Died Previous Year","Month Partner Died Survey Year","Tod des Partners Monat Vorjahr"
"pfs073","T0406040600000000","dpa","Tod des Partners Monat aktuelles Jahr","Month Partner Died Survey Year","Month Partner Died Previous Year","Tod des Partners Monat aktuelles Jahr"
"pfs081","T0406041100000000","dfm","Tod des Vaters","Father Died","Father Died","Tod des Vaters"
"pfs082","T0406041100000000","dfm","Tod des Vaters Monat Vorjahr","Father Died Previous Year","Father Died Survey Year","Tod des Vaters Monat Vorjahr"
"pfs083","T0406041100000000","dfm","Tod des Vaters Monat aktuelles Jahr","Father Died Survey Year","Father Died Previous Year","Tod des Vaters Monat aktuelles Jahr"
"pfs091","T0406041100000000","dfm","Tod der Mutter","Mother Died","Mother Died","Tod der Mutter"
"pfs092","T0406041100000000","dfm","Tod der Mutter Monat Vorjahr","Mother Died Previous Year","Mother Died Survey Year","Tod der Mutter Monat Vorjahr"
"pfs093","T0406041100000000","dfm","Tod der Mutter Monat aktuelles Jahr","Mother Died Survey Year","Mother Died Previous Year","Tod der Mutter Monat aktuelles Jahr"
"pfs101","T0406040900000000","ofe","Sonstige familiaere Veraenderung","Other HH Comp Change","other change in HH composition","Sonstige familiaere Veraenderung"
"pfs102","T0406040900000000","ofe","Sonstige familiaere Veraenderung Monat Vorjahr","Month Other HH Comp Change Previous Yr","other change in hh composition month, prev year","Sonstige familiaere Veraenderung Monat Vorjahr"
"pfs103","T0406040900000000","ofe","Sonstige familiaere Veraenderung Monat akt. Jahr","other change in hh composition month, this year","other change in hh composition month, this year","Sonstige familiaere Veraenderung Monat akt. Jahr"
"pfs111","T0103000000000000","hhs","Kind kam in HH","Child Moved In","Child Moved In","Kind kam in HH"
"pfs112","T0103000000000000","hhs","Kind kam in HH Monat Vorjahr","Month Child Moved In Previous Year","Month Child Moved In Survey Year","Kind kam in HH Monat Vorjahr"
"pfs113","T0103000000000000","hhs","Kind kam in HH Monat aktuelles Jahr","Month Child Moved In Previous Year","Month Child Moved In Previous Year","Kind kam in HH Monat aktuelles Jahr"
"pfs121","T0406041200000000","dch","Tod eines Kindes","Child Died","Child Died","Tod eines Kindes"
"pfs122","T0406041200000000","dch","Tod eines Kindes Monat Vorjahr","Month Child Died Previous Year","Month Child Died Previous Year","Tod eines Kindes Monat Vorjahr"
"pfs123","T0406041200000000","dch","Tod eines Kindes Monat aktuelles Jahr","Month Child Died Survey Year","Month Child Died Survey Year","Tod eines Kindes Monat aktuelles Jahr"
"pfs131","T0406041300000000","dcf","Tod im HH lebenden Person","person living in hh died","person living in hh died","Tod im HH lebenden Person"
"pfs132","T0406041300000000","dcf","Tod im HH lebenden Person Monat Vorjahr","Month Person Living In Hh Died Prev. Year","month person living in hh died survey year","Tod im HH lebenden Person Monat Vorjahr"
"pfs133","T0406041300000000","dcf","Tod im HH lebenden Person Monat akt. Jahr","month person living in hh died prev. Year","month person living in hh died prev. Year","Tod im HH lebenden Person Monat akt. Jahr"
"pfs141","T0402000000000000","mse","Neue/n Partner/in kennengelernt","Got Together with a New Partner","Got Together with a New Partner","Neue/n Partner/in kennengelernt"
"pfs142","T0402000000000000","mse","Neue/n Partner/in kennengelernt Monat Vorjahr","Got Together With A New Partner: Month In Last Year","Got Together With A New Partner: Month In Last Year","Neue/n Partner/in kennengelernt Monat Vorjahr"
"pfs143","T0402000000000000","mse","Neue/n Partner/in kennengelernt Monat akt.Jahr","Got Together With A New Partner: Month In Present Year","Got Together With A New Partner: Month In Present Year","Neue/n Partner/in kennengelernt Monat akt.Jahr"
"pfsno","T0406041000000000","nfe","Keine familiaere Veraenderungen","No Change In HH Composition","No Change In HH Composition","Keine familiaere Veraenderungen"
"pfz1","T0902000000000000","ltm","Besuch kultureller Veranstaltungen","Attend Cultural Events","Attend Cultural Events","Besuch kultureller Veranstaltungen"
"pfz2","T0902000000000000","ltm","Kino, Popkonzerte, Disko, etc.","Attend Cinema,Pop,Jazz Concerts","Attend Cinema,Pop,Jazz Concerts","Kino, Popkonzerte, Disko, etc."
"pfz3","T0902000000000000","ltm","Aktiver Sport","Participate In Sports","Participate In Sports","aktiver Sport"
"pfz4","T0902000000000000","ltm","kuenstl. Taetigkeiten","Artistic Activities","Artistic Activities","kuenstl. Taetigkeiten"
"pfz5","T0902000000000000","ltm","Geselligkeit m. Freund., Verwandt.","Attend Social Gatherings","Attend Social Gatherings","Geselligkeit m. Freund., Verwandt."
"pfz6","T0902000000000000","ltm","Mithelfen bei Freund., Verwandt.","Helping Relatives, Friends","Helping Relatives, Friends","Mithelfen bei Freund., Verwandt."
"pfz7","T0902000000000000","ltm","Ehrenamtl. Taetigkeit","Perform Volunteer Work","Perform Volunteer Work","Ehrenamtl. Taetigkeit"
"pfz8","T0902000000000000","ltm","Beteiligung in Buergerinitiativen etc.","Participate In Local Politics","Participate In Local Politics","Beteiligung in Buergerinitiativen etc."
"pfz9","T0902000000000000","ltm","Kirchgang, rel. Veranst.","Attend Church Or Other Religious Events","Attend Church Or Other Religious Events","Kirchgang, rel. Veranst."
"pgebd","T0101000000000000","bad","Geburtsort im heutigen Deutschland","Birthplace United Germany","Birthplace United Germany","Geburtsort im heutigen Deutschland"
"pgebnr","T0101000000000000","bad","Geburtsland","Native Country","Native Country","Geburtsland"
"pged","T0803090000000000","imc","Persoenliche Geduld","Personal Patience","Personal Patience","Persoenliche Geduld"
"pgef1","T0803020000000000","awb","Haeufigkeit aergerlich letzte 4 Wochen","Frequency of being angry in the last 4 weeks","Frequency of being angry in the last 4 weeks","Haeufigkeit aergerlich letzte 4 Wochen"
"pgef2","T0803020000000000","awb","Haeufigkeit aengstlich letzte 4 Wochen","Frequency of being worried in the last 4 weeks","Frequency of being worried in the last 4 weeks","Haeufigkeit aengstlich letzte 4 Wochen"
"pgef3","T0803020000000000","awb","Haeufigkeit gluecklich letzte 4 Wochen","Frequency of being happy in the last 4 weeks","Frequency of being happy in the last 4 weeks","Haeufigkeit gluecklich letzte 4 Wochen"
"pgef4","T0803020000000000","awb","Haeufigkeit traurig letzte 4 Wochen","Frequency of being sad in the last 4 weeks","Frequency of being sad in the last 4 weeks","Haeufigkeit traurig letzte 4 Wochen"
"pgef5","T0801040000000000","wry","Gefuehl, dass Gesellschaft anderer fehlt","Feeling of Missing the Company of Others","Feeling of Missing the Company of Others","Gefuehl, dass Gesellschaft anderer fehlt"
"pgef6","T0801040000000000","wry","Gefuehl, aussen vor zu sein","Feeling Left Out","Feeling Left Out","Gefuehl, aussen vor zu sein"
"pgef7","T0801040000000000","wry","Gefuehl, sozial isoliert zu sein","Feeling Socially Isolated","Feeling Socially Isolated","Gefuehl, sozial isoliert zu sein"
"pges01","T0501010000000000","hco","Gesundheitszustand gegenwaertig","Current Health","Current Health","Gesundheitszustand gegenwaertig"
"pges02","T0501010000000000","hco","Gesundheitszustand beeintr.Treppen steigen","State Of Health Affects Ascending Stairs","State Of Health Affects Ascending Stairs","Gesundheitszustand beeintr.Treppen steigen"
"pges02a","T0501030000000000","sft","Gesundheitszustand behindert","Handicapped","Handicapped","Gesundheitszustand behindert"
"pges03","T0501010000000000","hco","Gesundheitszustand beeintr.anstreng.Taetigkeiten","State Of Health Affects Tiring Tasks","State Of Health Affects Tiring Tasks","Gesundheitszustand beeintr.anstreng.Taetigkeiten"
"pges04","T0501030000000000","sft","Eile, Zeitdruck letzten 4 Wochen","Pressed For Time Last 4 Weeks","Pressed For Time Last 4 Weeks","Eile, Zeitdruck letzten 4 Wochen"
"pges05","T0501030000000000","sft","Niedergeschlagen letzten 4 Wochen","Run-Down, Melancholy Last 4 Weeks","Run-Down, Melancholy Last 4 Weeks","Niedergeschlagen letzten 4 Wochen"
"pges06","T0501030000000000","sft","Ausgeglichen letzten 4 Wochen","Well-Balanced Last 4 Weeks","Well-Balanced Last 4 Weeks","Ausgeglichen letzten 4 Wochen"
"pges07","T0501030000000000","sft","Energie letzten 4 Wochen","Used Energy Last 4 Weeks","Used Energy Last 4 Weeks","Energie letzten 4 Wochen"
"pges08","T0501030000000000","sft","Koerperliche Schmerzen letzten 4 Wochen","Strong Physical Pain Last 4 Weeks","Strong Physical Pain Last 4 Weeks","Koerperliche Schmerzen letzten 4 Wochen"
"pges09","T0501030000000000","sft","Weniger geschafft wg. koerperlicher Probleme","Limitations Due To Physical Problems","Limitations Due To Physical Problems","Weniger geschafft wg. koerperlicher Probleme"
"pges10","T0501030000000000","sft","Inhaltliche Einschraenkung wg. koerperlicher Probleme","Limitations Due To Physical Problems","Limitations Due To Physical Problems","Inhaltliche Einschraenkung wg. koerperlicher Probleme"
"pges11","T0501030000000000","sft","Weniger geschafft wg. seelischer Probleme","Achieved Less Due To Mental Problems","Achieved Less Due To Mental Problems","Weniger geschafft wg. seelischer Probleme"
"pges12","T0501030000000000","sft","Weniger Sorgfalt wg. seelischer Probleme","Less Careful Due To Emotional Problems","Less Careful Due To Emotional Problems","Weniger Sorgfalt wg. seelischer Probleme"
"pges13","T0501030000000000","sft","Einschraenkung sozialer Kontakte wg. Gesundheit","Limited Socially Due To Health","Limited Socially Due To Health","Einschraenkung sozialer Kontakte wg. Gesundheit"
"pges14","T0501010000000000","hco","Einschraenkg.im Alltgasleben wg. gesundheitl. Probleme","Limitations In Daily Life Because Of Health Problems","Limitations In Daily Life Because Of Health Problems","Einschraenkg.im Alltgasleben wg. gesundheitl. Probleme"
"pges15","T0501010000000000","hco","Gesundheitliche Probleme laenger als halbes Jahr","Health Problems for more than 6 Months","Health Problems for more than 6 Months","Gesundheitliche Probleme laenger als halbes Jahr"
"pgesch1","T0103000000000000","hhs","Geschwister ja/nein","Siblings Yes, No","Siblings Yes, No","Geschwister ja/nein"
"pgesunt","T0203020300000000","cts","Anzahl Beschaeftigte (Gesamtunternehmen)","Size of Company","Size of Company","Anzahl Beschaeftigte (Gesamtunternehmen)"
"pgesunt1","T0203020300000000","cts","Anzahl Beschaeftigte (lokale Betriebsstaette)","Size of Company local commercial unit","Size of Company local commercial unit","Anzahl Beschaeftigte (lokale Betriebsstaette)"
"pgew01","T0304030100000000","oti","Eigentum o. Beteiligung an gewerbl. Betrieb","Owner Of, Involved In Commercial Enterprise","Owner Of, Involved In Commercial Enterprise","Eigentum o. Beteiligung an gewerbl. Betrieb"
"pgew02","T0304030100000000","oti","Alleiniger o. beteiligter Unternehmer","Sole Owner, Co-owner Of Commercial Enterprise","Sole Owner, Co-owner Of Commercial Enterprise","Alleiniger o. beteiligter Unternehmer"
"pgew03","T0304030100000000","oti","Vermoegenswert Betrieb, Beteiligung","Value Of Comm. Enterprise, Share Of","Value Of Comm. Enterprise, Share Of","Vermoegenswert Betrieb, Beteiligung"
"pgew03a","T0304030100000000","oti","CAPI Vermoegenswert ueber 50.000 EURO","CAPI Enterprise Value Over 50.000 EURO","CAPI Enterprise Value Over 50.000 EURO","CAPI Vermoegenswert ueber 50.000 EURO"
"pgew03b","T0304030100000000","oti","CAPI Vermoegenswert ueber 500.000 EURO","CAPI Enterprise Value Over 500.000 EURO","CAPI Enterprise Value Over 50.000 EURO","CAPI Vermoegenswert ueber 500.000 EURO"
"pgew03c","T0304030100000000","oti","CAPI Vermoegenswert ueber 5.000 EURO","CAPI Enterprise Value Over 5.000 EURO","CAPI Enterprise Value Over 50.000 EURO","CAPI Vermoegenswert ueber 5.000 EURO"
"pgift1","T0802040000000000","fju","10.000EUR geschenkt, Anteil sparen","gift of 10.000 EUR, save a contingent","gift of 10.000 EUR, save a contingent","10.000EUR geschenkt, Anteil sparen"
"pgift2","T0802040000000000","fju","10.000EUR geschenkt, Anteil verschenken","gilft of 10.000 EUR, give away a contingent","gilft of 10.000 EUR, give away a contingent","10.000EUR geschenkt, Anteil verschenken"
"pgift3","T0802040000000000","fju","10.000EUR geschenkt, Anteil ausgeben","gift of 10.000 EUR, spend a contingent","gift of 10.000 EUR, spend a contingent","10.000EUR geschenkt, Anteil ausgeben"
"pglaub","T0802030000000000","ila","Glaube, Religion fuer Wohlbefinden wichtig","Religion Important for Well-Being","Religion Important for Well-Being","Glaube, Religion fuer Wohlbefinden wichtig"
"pgr","T0501010000000000","hco","Koerpergroesse in cm","Height In Cm","Height In Cm","Koerpergroesse in cm"
"pgrv1","T0303050000000000","pcn","Anspruch auf Anwartschaften","Entitled to Receive Pension","Entitled to Receive Pension","Anspruch auf Anwartschaften"
"pgrv2","T0303050000000000","pcn","Rentenanspruch, genau/ungefaehr","Pension Entitlement","Pension Entitlement","Rentenanspruch, genau/ungefaehr"
"pgrv4","T0303050000000000","pcn","Rentenanspruch, keine Informationen","Pension Entitlement No Information","Pension Entitlement No Information","Rentenanspruch, keine Informationen"
"phaus1","T0203040100000000","wkc","Beschaeftigung von zu Hause","Work From Home","Work From Home","Beschaeftigung von zu Hause"
"phaus2","T0203040100000000","wkc","Hfgkt. Beschaeftigung von zH","How Often Do You Work From Home","How Often Do You Work From Home","Hfgkt. Beschaeftigung von zH"
"phaus3","T0203040100000000","wkc","Wenn Betrieb Arbeit von zH ermoeglicht","if Company Affords Working From Home","if Company Affords Working From Home","Wenn Betrieb Arbeit von zH ermoeglicht"
"pheim","T1003010000000000","idn","Gefuehl heimisch im Herkunftsland","Feel At Home In Country Of Origin","Feel At Home In Country Of Origin","Gefuehl heimisch im Herkunftsland"
"pher1","T1002030000000000","ics","Besuch bei Deutschen letzte 12 Monate","Visited Germans Previous Yr","Visited Germans Previous Yr","Besuch bei Deutschen letzte 12 Monate"
"pher2","T1002030000000000","ics","Besuch bei Auslaendern letzte 12 Monate","Visited Foreigners Previous Yr","Visited Foreigners Previous Yr","Besuch bei Auslaendern letzte 12 Monate"
"pher3","T1002030000000000","ics","Besuch von Deutschen letzte 12 Monate","Received Visits from Germans Previous Yr","Received Visits From Germans Previous Yr","Besuch von Deutschen letzte 12 Monate"
"pher4","T1002030000000000","ics","Besuch von Auslaendern letzte 12 Monate","Received Visits from Foreigners Previous Yr","Received Visits From Foreigners Previous Yr","Besuch von Auslaendern letzte 12 Monate"
"pherb","T1003040000000000","trr","Herkunftsland letzte 2 Jahre nie besucht","Never Visited Country of Origin Last 2 Years","Never Visited Country of Origin Last 2 Years","Herkunftsland letzte 2 Jahre nie besucht"
"pherba","T1003040000000000","trr","Anzahl Besuche Herkunftsland letzte 2 Jahre","No. Visits to Country of Origin Last 2 Years","No. Visits to Country of Origin Last 2 Years","Anzahl Besuche Herkunftsland letzte 2 Jahre"
"philf1","T0610020300000000","afl","Wer hilft z.B. bei Grippe - erste Person","First Person To Help With Sickness","First Person To Help With Sickness","Wer hilft z.B. bei Grippe - erste Person"
"philf2","T0610020300000000","afl","Niemand hilft bei Grippe","Nobody To Help With Sickness - First P.","Nobody To Help With Sickness - First P.","Niemand hilft bei Grippe"
"philf3","T0610020300000000","afl","Wer hilft z.B. bei Grippe - zweite Person","Second Person To Help With Sickness","Second Person To Help With Sickness","Wer hilft z.B. bei Grippe - zweite Person"
"philf4","T0610020300000000","afl","Niemand hilft bei Grippe","Nobody To Help With Sickness - Sec. P.","Nobody To Help With Sickness - Sec. P.","Niemand hilft bei Grippe"
"phrf","T1104000000000000","iom","Hochrechnungsfaktor 1984","Weighting Factor Wave 1984","Weighting Factor Wave 2012","Hochrechnungsfaktor 2012"
"phrfe","T1104000000000000","iom","Hochrechnungsfaktor Sample E 1998","Weighting Factor Sample E Wave 1998","Weighting Factor Sample E Wave 1998","Hochrechnungsfaktor Sample E 1998"
"pideu","T1003010000000000","idn","Als Europaer fuehlen","Feel European","Feel European","Als Europaer fuehlen"
"pim01","T0304030100000000","oti","Sonstiger Haus-, Grundbesitz","Another House Or Property","Another House Or Property","Sonstiger Haus-, Grundbesitz"
"pim02","T0304030100000000","oti","Haus, Wohnung nicht selbst genutzt","House, Apartment Not Used By Yourself","House, Apartment Not Used By Yourself","Haus, Wohnung nicht selbst genutzt"
"pim03","T0304030100000000","oti","Mehrfamilien-, Mietshaus","Multiple Family House, Apartment House","Multiple Family House, Apartment House","Mehrfamilien-, Mietshaus"
"pim04","T0304030100000000","oti","Ferien-, Wochendwohnung","Holiday Home, Weekend Home","Holiday Home, Weekend Home","Ferien-, Wochendwohnung"
"pim05","T0304030100000000","oti","Unbebautes Grundstueck","Undeveloped Land","Undeveloped Land","Unbebautes Grundstueck"
"pim06","T0304030100000000","oti","Sonstige Immobilie","Other Property","Other Property","Sonstige Immobilie"
"pim07","T0304030100000000","oti","Anzahl solcher Immobilien","Number Of This Type Of Property","Number Of This Type Of Property","Anzahl solcher Immobilien"
"pim08","T0304030100000000","oti","Verkaufswert Immoblienbesitz","Value Of Property","Value Of Property","Verkaufswert Immoblienbesitz"
"pim08a","T0304030100000000","oti","CAPI Verkehrswert ueber 150.000 EURO","CAPI Market Value Over 150.000 EURO","CAPI Market Value Over 150.000 EURO","CAPI Verkehrswert ueber 150.000 EURO"
"pim08b","T0304030100000000","oti","CAPI Verkehrswert ueber 500.000 EURO","CAPI Market Value Over 500.000 EURO","CAPI Market Value Over 500.000 EURO","CAPI Verkehrswert ueber 500.000 EURO"
"pim08c","T0304030100000000","oti","CAPI Verkehrswert ueber 20.000 EURO","CAPI Market Value Over 20.000 EURO","CAPI Market Value Over 20.000 EURO","CAPI Verkehrswert ueber 20.000 EURO"
"pim09","T0304030100000000","oti","Alleiniger Eigentuemer Immobilie","Sole Owner House, Apartment","Sole Owner House, Apartment","Alleiniger Eigentuemer Immobilie"
"pim10","T0304030100000000","oti","Eigentumsanteil Immobilie","Share Of Property","Share Of Property","Eigentumsanteil Immobilie"
"pim11","T0304030300000000","dbt","Restschuld Immobilie","Financial Burden OF Property","Financial Burden OF Property","Restschuld Immobilie"
"pim11a","T0304030300000000","dbt","CAPI Restschuld ueber 100.000 EURO","CAPI Burden Over 100.000 EURO","CAPI Burden Over 100.000 EURO","CAPI Restschuld ueber 100.000 EURO"
"pim11b","T0304030300000000","dbt","CAPI Restschuld ueber 250.000 EURO","CAPI Burden Over 250.000 EURO","CAPI Burden Over 250.000 EURO","CAPI Restschuld ueber 250.000 EURO"
"pim11c","T0304030300000000","dbt","CAPI Restschuld ueber 10.000 EURO","CAPI Burden Over 10.000 EURO","CAPI Burden Over 10.000 EURO","CAPI Restschuld ueber 10.000 EURO"
"pim12","T0304030300000000","dbt","Keine Restschuld Immobilie","No Financial Burden Property","No Financial Burden Property","Keine Restschuld Immobilie"
"pimka","T0304030100000000","oti","Immobilien Gesamt-k.A.","Total Item Nonresponse, Property","Total Item Nonresponse, Property","Immobilien Gesamt-k.A."
"pimp","T0803090000000000","imc","Persoenliche Impulsivitaet","Personal Impulsivness","Personal Impulsivness","Persoenliche Impulsivitaet"
"pjob01","T0206010000000000","sef","Mithelfendes Familienmitglied im eigenen Betrieb","Family Members Helps Out","Family Members Helps Out","Mithelfendes Familienmitglied im eigenen Betrieb"
"pjob02","T0206020000000000","see","Regelmaessiger Nebenerwerb","Regular Second Job","Regular Second Job","Regelmaessiger Nebenerwerb"
"pjob03","T0206020000000000","see","Gelegentlicher Nebenerwerb","Odd Jobs For Pay","Odd Jobs For Pay","Gelegentlicher Nebenerwerb"
"pjob04","T0206010000000000","sef","Nebentaetigkeit: Land-,Forstwirtschaft","Second Job Agricultural, Forestry","Second Job Agricultural, Forestry","Nebentaetigkeit: Land-,Forstwirtschaft"
"pjob05","T0206010000000000","sef","Nebentaetigkeit: Bau","Second Job Construction","Second Job Construction","Nebentaetigkeit: Bau"
"pjob06","T0206010000000000","sef","Nebentaetigkeit: Industrie,Handwerk","Second Job Industrial, Manual","Second Job Industrial, Manual","Nebentaetigkeit: Industrie,Handwerk"
"pjob07","T0206010000000000","sef","Nebentaetigkeit: Dienstleistungen","Second Job Service","Second Job Service","Nebentaetigkeit: Dienstleistungen"
"pjob08","T0206010000000000","sef","Nebentaetigkeit in Firma","Second Job in Company","Second Job in Company","Nebentaetigkeit in Firma"
"pjob09","T0206010000000000","sef","Nebentaetigkeit in privater Haushalt","Second Job in Private Household","Second Job in Private Household","Nebentaetigkeit in privater Haushalt"
"pjob10","T0206010000000000","sef","Nebentaetigkeit in oeffentliche Einrichtung","Second Job in Public Institution","Second Job in Public Institution","Nebentaetigkeit in oeffentliche Einrichtung"
"pjob11","T0206010000000000","sef","Nebentaetigkeit in Sonstiges","Second Job in Other","Second Job in Other","Nebentaetigkeit in Sonstiges"
"pjob12","T0206020000000000","see","Nebentaetigkeit: Anzahl Tage pro Monat","Second Job, Days Per Month","Second Job, Days Per Month","Nebentaetigkeit: Anzahl Tage pro Monat"
"pjob13","T0206020000000000","see","Nebentaetigkeit: Stunden pro Tag","Hours Per Day On Second Job","Second Job, Hours Per Day","Nebentaetigkeit: Stunden pro Tag"
"pjob14","T0206020000000000","see","Nebentaetigkeit: Anzahl Monate im Jahr","Second Job, Months Per Year","Second Job, Months Per Year","Nebentaetigkeit: Anzahl Monate im Jahr"
"pjob15","T0301020102000000","sij","Nebentaetigkeit: Bruttoverdienst im letzten Monat","Second Job, Gross Income last Month","Gross Amt Second Job Monthly Income","Nebenerwerbstaetigkeit Bruttobetrag pro Monat"
"pjob16","T0206010000000000","sef","Werkvertraege im Nebenerwerb","Work Contract (Second Job)","Work Contract (Second Job)","Werkvertraege im Nebenerwerb"
"pjob5","T0201060000000000","","Einschaetzung Entwicklung berufliche Situation","Own Opinion Development Work Situation","Own Opinion Development Work Situation","Einschaetzung Entwicklung berufliche Situation"
"pjoba1","T0201060000000000","","Letztes Jahr vor Zuzug erwerbstaetig","Last Year Before Migration Employed","Last Year Before Migration Employed","Letztes Jahr vor Zuzug erwerbstaetig"
