"concept","label","topic"
"fid__mj","Imputation number","T1101000000000000"
"fid__mj","Imputation number","T1101000000000000"
"fid__mj","Imputation number","T1101000000000000"
"fid__mj","Imputation number","T1101000000000000"
"fid__mj","Imputation number","T1101000000000000"
"MKZ1","Migrantenkennzeichen 1","T1001010000000000"
"MKZ1","Migrantenkennzeichen 1","T1001010000000000"
"MKZ2","Migrantenkennzeichen 2","T1001010000000000"
"MKZ2","Migrantenkennzeichen 2","T1001010000000000"
"fid_mothp","Indikator fuer das Verhaeltnis der Mutter zum Kind","T1101000000000000"
"fid_mothp","Indikator fuer das Verhaeltnis der Mutter zum Kind","T1101000000000000"
"fid_mothp","Indikator fuer das Verhaeltnis der Mutter zum Kind","T1101000000000000"
"fid_mvmn10","Child is able to jump forwards at least 3 times","T0704020000000000"
"e2bew10","Kind springt/hopst mind 3 mal vorwaerts","T0704020000000000"
"e2bew10","Kind springt/hopst mind 3 mal vorwaerts","T0704020000000000"
"e2bew10","Kind springt/hopst mind 3 mal vorwaerts","T0704020000000000"
"fid_mvmn10","Child is able to jump forwards at least 3 times","T0704020000000000"
"fid_mvmn11","Child can color simple forms and figures","T0704020000000000"
"e2bew11","Kind malt einfache Formen aus","T0704020000000000"
"e2bew11","Kind malt einfache Formen aus","T0704020000000000"
"e2bew11","Kind malt einfache Formen aus","T0704020000000000"
"fid_mvmn11","Child can color simple forms and figures","T0704020000000000"
"fid_mvmn12","Child can solve puzzles w. a min. of 2 parts","T0704020000000000"
"e2bew12","Kind vervollstaendigt Puzzle von mind. 2 Teilen","T0704020000000000"
"e2bew12","Kind vervollstaendigt Puzzle von mind. 2 Teilen","T0704020000000000"
"e2bew12","Kind vervollstaendigt Puzzle von mind. 2 Teilen","T0704020000000000"
"fid_mvmn12","Child can solve puzzles w. a min. of 2 parts","T0704020000000000"
"fid_mvmn8","Child climbs stairs w. alternating feet","T0704020000000000"
"e2bew08","Kind laeuft Treppen mit abwechselnden Fuessen hoch","T0704020000000000"
"e2bew08","Kind laeuft Treppen mit abwechselnden Fuessen hoch","T0704020000000000"
"e2bew08","Kind laeuft Treppen mit abwechselnden Fuessen hoch","T0704020000000000"
"fid_mvmn8","Child climbs stairs w. alternating feet","T0704020000000000"
"fid_mvmn9","Child can run w/o falling down","T0704020000000000"
"e2bew09","Kind rennt ohne hinzufallen","T0704020000000000"
"e2bew09","Kind rennt ohne hinzufallen","T0704020000000000"
"e2bew09","Kind rennt ohne hinzufallen","T0704020000000000"
"fid_mvmn9","Child can run w/o falling down","T0704020000000000"
"fid_nactcar1","Not seek. child care: but concrete future plans","T0610020100000000"
"e2bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"e2bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"e2bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"e1bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"e3bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"e1bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"e3bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"e1bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"e3bet05","Nicht aktiv bei zukuenftiger Kinderbetr.: aber konkrete Gedanken","T0610020100000000"
"fid_nactcar1","Not seek. child care: but concrete future plans","T0610020100000000"
"fid_nactcar1","Not seek. child care: but concrete future plans","T0610020100000000"
"fid_nactcar1","Not seek. child care: but concrete future plans","T0610020100000000"
"fid_nactcar2","Not seek. child care: take it as it comes","T0610020100000000"
"e2bet06","Nicht aktiv bei zukuenft.Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"e2bet06","Nicht aktiv bei zukuenft.Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"e2bet06","Nicht aktiv bei zukuenft.Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"e3bet06","Nicht aktiv bei zukuenft.Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"e1bet06","Nicht aktiv bei zukuenft.Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"e3bet06","Nicht aktiv bei zukuenft.Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"e1bet06","Nicht aktiv bei zukuenftiger Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"e1bet06","Nicht aktiv bei zukuenftiger Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"e3bet06","Nicht aktiv bei zukuenft.Kinderbetr.: auf sich zukommen lassen","T0610020100000000"
"fid_nactcar2","Not seek. child care: take it as it comes","T0610020100000000"
"fid_nactcar2","Not seek. child care: take it as it comes","T0610020100000000"
"fid_nactcar2","Not seek. child care: take it as it comes","T0610020100000000"
"fid_nactcar3","Not seek. child care: general disapproval of ch. care","T0610020100000000"
"e2bet07","Nicht aktiv bei zukuenft.Kinderbetr.: generell keine Betreuung","T0610020100000000"
"e2bet07","Nicht aktiv bei zukuenft.Kinderbetr.: generell keine Betreuung","T0610020100000000"
"e2bet07","Nicht aktiv bei zukuenft.Kinderbetr.: generell keine Betreuung","T0610020100000000"
"e1bet07","Nicht aktiv bei zukuenft.Kinderbetr.: generell keine Betreuung","T0610020100000000"
"e3bet07","Nicht aktiv bei zukuenft.Kinderbetr.: generell keine Betreuung","T0610020100000000"
"fid_nactcar3","Not seek. child care: general disapproval of ch. care","T0610020100000000"
"e1bet07","Nicht aktiv bei zukuenftiger Kinderbetr.: generell keine Betreuung","T0610020100000000"
"e3bet07","Nicht aktiv bei zukuenft.Kinderbetr.: generell keine Betreuung","T0610020100000000"
"e1bet07","Nicht aktiv bei zukuenftiger Kinderbetr.: generell keine Betreuung","T0610020100000000"
"e3bet07","Nicht aktiv bei zukuenft.Kinderbetr.: generell keine Betreuung","T0610020100000000"
"fid_nactcar3","Not seek. child care: general disapproval of ch. care","T0610020100000000"
"fid_nactcar3","Not seek. child care: general disapproval of ch. care","T0610020100000000"
"fid_noccare1","Reason no care: Child too young","T0610020100000000"
"e2ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e2ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e2ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e1ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e3ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e4ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"fid_noccare1","Reason no care: Child too young","T0610020100000000"
"e4ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e1ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e3ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e1ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e3ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"e4ein11","Grund keine Kinderbetreuung: zu jung","T0610020100000000"
"fid_noccare1","Reason no care: Child too young","T0610020100000000"
"fid_noccare1","Reason no care: Child too young","T0610020100000000"
"fid_noccare1","Reason no care: Child too young","T0610020100000000"
"fid_noccare10","Reason no care: Child should spend time w. siblings","T0610020100000000"
"e2ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e2ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e2ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e3ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e1ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e3ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e4ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e1ein20","Grund keine Kinderbetreuung: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e1ein20","Grund keine Kinderbetreuung: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e3ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e4ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"fid_noccare10","Reason no care: Child should spend time w. siblings","T0610020100000000"
"fid_noccare10","Reason no care: Child should spend time w. siblings","T0610020100000000"
"fid_noccare10","Reason no care: Child should spend time w. siblings","T0610020100000000"
"fid_noccare10","Reason no care: Child should spend time w. siblings","T0610020100000000"
"e4ein20","Grund k.Kinderbetr: Kind soll Zeit mit Geschwistern verbringen","T0610020100000000"
"e4ein22","Grund keine Kinderbetreuung: gute Erfahrung mit Betr.zu Hause","T0610020100000000"
"e4ein22","Grund keine Kinderbetreuung: gute Erfahrung mit Betr.zu Hause","T0610020100000000"
"e4ein22","Grund keine Kinderbetreuung: gute Erfahrung mit Betr.zu Hause","T0610020100000000"
"fid_noccare11","Reason no care: Good experiences caring at home","T0610020100000000"
"fid_noccare11","Reason no care: Good experiences caring at home","T0610020100000000"
"fid_noccare2","Reason no care: Want to raise child by myself","T0610020100000000"
"e2ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e2ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e2ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e1ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e3ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e4ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e4ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e1ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e3ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e4ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"fid_noccare2","Reason no care: Want to raise child by myself","T0610020100000000"
"e1ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"e3ein12","Grund keine Kinderbetreuung: selbst erziehen","T0610020100000000"
"fid_noccare2","Reason no care: Want to raise child by myself","T0610020100000000"
"fid_noccare2","Reason no care: Want to raise child by myself","T0610020100000000"
"fid_noccare2","Reason no care: Want to raise child by myself","T0610020100000000"
"fid_noccare3","Reason no care: At home anyway and can take care","T0610020100000000"
"e2ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e2ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e2ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e1ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e3ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e4ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e4ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e1ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e3ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e4ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"fid_noccare3","Reason no care: At home anyway and can take care","T0610020100000000"
"e1ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"e3ein13","Grund keine Kinderbetreuung: sowieso zu Hause","T0610020100000000"
"fid_noccare3","Reason no care: At home anyway and can take care","T0610020100000000"
"fid_noccare3","Reason no care: At home anyway and can take care","T0610020100000000"
"fid_noccare3","Reason no care: At home anyway and can take care","T0610020100000000"
"fid_noccare4","Reason no care: Costs are too high","T0610020100000000"
"e2ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e2ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e2ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e1ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e3ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e4ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"fid_noccare4","Reason no care: Costs are too high","T0610020100000000"
"e4ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e1ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e3ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e4ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"fid_noccare4","Reason no care: Costs are too high","T0610020100000000"
"e1ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"e3ein14","Grund keine Kinderbetreuung: zu hohe Kosten","T0610020100000000"
"fid_noccare4","Reason no care: Costs are too high","T0610020100000000"
"fid_noccare4","Reason no care: Costs are too high","T0610020100000000"
"fid_noccare5","Reason no care: No spots available","T0610020100000000"
"e2ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e2ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e2ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e4ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e1ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e3ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e4ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"fid_noccare5","Reason no care: No spots available","T0610020100000000"
"fid_noccare5","Reason no care: No spots available","T0610020100000000"
"e1ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e3ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e4ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"fid_noccare5","Reason no care: No spots available","T0610020100000000"
"e1ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"e3ein15","Grund keine Kinderbetreuung: keinen Platz bekommen","T0610020100000000"
"fid_noccare5","Reason no care: No spots available","T0610020100000000"
"fid_noccare6","Reason no care: Distance too far","T0610020100000000"
"e2ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e2ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e2ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e4ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e1ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e3ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e4ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"fid_noccare6","Reason no care: Distance too far","T0610020100000000"
"fid_noccare6","Reason no care: Distance too far","T0610020100000000"
"e1ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e3ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e4ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"fid_noccare6","Reason no care: Distance too far","T0610020100000000"
"e1ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"e3ein16","Grund keine Kinderbetreuung: Entfernung zu gross","T0610020100000000"
"fid_noccare6","Reason no care: Distance too far","T0610020100000000"
"fid_noccare7","Reason no care: Opening hours not suitable","T0610020100000000"
"e2ein17","Grund keine Kinderbetreuung: keine passenden oeffnungszeiten","T0610020100000000"
"e2ein17","Grund keine Kinderbetreuung: keine passenden oeffnungszeiten","T0610020100000000"
"e2ein17","Grund keine Kinderbetreuung: keine passenden oeffnungszeiten","T0610020100000000"
"e1ein17","Grund keine Kinderbetreuung: keine passenden Oeffnungszeiten","T0610020100000000"
"e3ein17","Grund keine Kinderbetreuung: keine passenden oeffnungszeiten","T0610020100000000"
"e4ein17","Grund keine Kinderbetreuung: keine passenden Oeffnungszeiten","T0610020100000000"
"fid_noccare7","Reason no care: Opening hours not suitable","T0610020100000000"
"fid_noccare7","Reason no care: Opening hours not suitable","T0610020100000000"
"e4ein17","Grund keine Kinderbetreuung: keine passenden Oeffnungszeiten","T0610020100000000"
"e1ein17","Zufriedenheit Kinderbetreuung: Aktivitaeten und Lernangebote","T0610020100000000"
"e3ein17","Grund keine Kinderbetreuung: keine passenden oeffnungszeiten","T0610020100000000"
"e4ein17","Grund keine Kinderbetreuung: keine passenden Oeffnungszeiten","T0610020100000000"
"fid_noccare7","Reason no care: Opening hours not suitable","T0610020100000000"
"e1ein17","Grund keine Kinderbetreuung: keine passenden oeffnungszeiten","T0610020100000000"
"e3ein17","Grund keine Kinderbetreuung: keine passenden oeffnungszeiten","T0610020100000000"
"fid_noccare7","Reason no care: Opening hours not suitable","T0610020100000000"
"fid_noccare8","Reason no care: Transfers too time-consuming","T0610020100000000"
"e2ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e2ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e2ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e1ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e3ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e4ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"fid_noccare8","Reason no care: Transfers too time-consuming","T0610020100000000"
"e4ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e1ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e3ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e4ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"fid_noccare8","Reason no care: Transfers too time-consuming","T0610020100000000"
"e1ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"e3ein18","Grund keine Kinderbetreuung: bringen/abholen zu aufwendig","T0610020100000000"
"fid_noccare8","Reason no care: Transfers too time-consuming","T0610020100000000"
"fid_noccare8","Reason no care: Transfers too time-consuming","T0610020100000000"
"fid_noccare9","Reason no care: Child has a chronic disease/disorder","T0610020100000000"
"e2ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e2ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e2ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e3ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e1ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e3ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e4ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"fid_noccare9","Reason no care: Child has a chronic disease/disorder","T0610020100000000"
"e1ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e4ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e1ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e3ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"e4ein19","Grund keine Kinderbetreuung: Kind krank/behindert","T0610020100000000"
"fid_noccare9","Reason no care: Child has a chronic disease/disorder","T0610020100000000"
"fid_noccare9","Reason no care: Child has a chronic disease/disorder","T0610020100000000"
"fid_noccare9","Reason no care: Child has a chronic disease/disorder","T0610020100000000"
"fid_nomark","No marks/grades in grade sheet","T0704020000000000"
"fid_nomark","No marks/grades in grade sheet","T0704020000000000"
"e6not3","Keine Schulnoten","T0704020000000000"
"e6not3","Keine Schulnoten","T0704020000000000"
"e6not3","Keine Schulnoten","T0704020000000000"
"fid_nomark","No marks/grades in grade sheet","T0704020000000000"
"fid_nrint","Interviewer ID","T1101000000000000"
"fid_nrint","Interviewer ID","T1101000000000000"
"fid_nrint","Interviewer ID","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"fid_nrint","Interviewer ID","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"fid_nrint","Interviewer ID","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"fid_nrint","Interviewer ID","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"fid_nrint","Interviewer ID","T1101000000000000"
"intnr","Interviewernummer","T1101000000000000"
"fid_nrint","Interviewer ID","T1101000000000000"
"fid_palimon","Child alimony (imputed) 2010","T0302020500000000"
"fid_palimon","Child alimony (imputed) 2011","T0302020500000000"
"fid_palimon","Child alimony (imputed) 2012","T0302020500000000"
"fid_pbleib","Inverse Staying Probability 2011","T1106000000000000"
"fid_pbleib","Inverse Staying Probability 2012","T1106000000000000"
"fid_pbleib","Inverse Staying Probability 2011","T1106000000000000"
"fid_pbleib","Inverse Staying Probability 2012","T1106000000000000"
"fid_persnrk","Child's never changing person ID","T1101000000000000"
"fid_pfs04x_recoded","Grund Auszug","T0406040700000000"
"fid_pgroinc","Monthly gross labor earnings (imputed) 2010","T0301020100000000"
"fid_pgroinc","Monthly gross labor earnings (imputed) 2012","T0301020100000000"
"fid_pgroinc","Monthly gross labor earnings (imputed) 2011","T0301020100000000"
"fid_phrf","Personal Weighting Factor FiD 2010","T1106000000000000"
"fid_phrf","Personal Weighting Factor FiD 2011","T1106000000000000"
"fid_phrf","Personal Weighting Factor FiD 2012","T1106000000000000"
"fid_phrf_co10","Personal First Wave Weighting Factor FiD-Cohort-Sample 2010","T1106000000000000"
"fid_phrf_sc10","Personal First Wave Weighting Factor FiD-Screening-10-Sample 2010","T1106000000000000"
"fid_phrf_sc11","Personal First Wave Weighting Factor FiD-Screening-11-Sample 2011","T1106000000000000"
"fid_phrf_soep","Personal Weighting Factor (FiD-Cohorts and SOEP Combined) 2010","T1106000000000000"
"fid_phrf_soep","Personal Weighting Factor (FiD-Cohorts and SOEP Combined) 2012","T1106000000000000"
"fid_phrf_soep","Personal Weighting Factor (FiD-Cohorts and SOEP Combined) 2011","T1106000000000000"
"fid_pmatben","Maternity benefits (imputed) 2010","T0302020200000000"
"fid_pmatben","Maternity benefits (imputed) 2012","T0302020200000000"
"fid_pmatben","Maternity benefits (imputed) 2011","T0302020200000000"
"fid_pnetinc","Monthly net labor earnings (imputed) 2010","T0301020000000000"
"fid_pnetinc","Monthly net labor earnings (imputed) 2012","T0301020000000000"
"fid_pnetinc","Monthly net labor earnings (imputed) 2011","T0301020000000000"
"fid_ppens","Pensions/retirement (imputed) 2010","T0303000000000000"
"fid_ppens","Pensions/retirement (imputed) 2012","T0303000000000000"
"fid_ppens","Pensions/retirement (imputed) 2011","T0303000000000000"
"fid_proxy","Proxy Interview","T1105000000000000"
"fid_pueben","Unemployment benefits (imputed) 2010","T0302020100000000"
"fid_pueben","Unemployment benefits (imputed) 2012","T0302020100000000"
"fid_pueben","Unemployment benefits (imputed) 2011","T0302020100000000"
"fid_punr","Non-responding household member in 2010","T1103000000000000"
"fid_punr","Non-responding household member in 2012","T1103000000000000"
"fid_punr","Non-responding household member in 2011","T1103000000000000"
"pvek20","Kindesunterhalt bezogen Vorjahr","T0302010100000000"
"fid_pvek20","Child support 2010","T0302020500000000"
"fid_pvek20","Child support 2009","T0302020500000000"
"pvek20","Kindesunterhalt bezogen Vorjahr","T0302010100000000"
"pvek20","Kindesunterhalt bezogen Vorjahr","T0302010100000000"
"fid_pvek20","Child support 2011","T0302020500000000"
"fid_pvek201","Child support Months 2010","T0302020500000000"
"pvek201","Kindesunterhalt Monate Vorjahr","T0302010100000000"
"fid_pvek201","Child support Months 2009","T0302020500000000"
"pvek201","Kindesunterhalt Monate Vorjahr","T0302010100000000"
"fid_pvek201","Child support Months 2011","T0302020500000000"
"pvek201","Kindesunterhalt Monate Vorjahr","T0302010100000000"
"pvek202","Kindesunterhalt Betrag Vorjahr","T0302010100000000"
"fid_pvek202","Child support Amount 2009","T0302020500000000"
"fid_pvek202","Child support Amount 2010","T0302020500000000"
"pvek202","Kindesunterhalt Betrag Vorjahr","T0302010100000000"
"pvek202","Kindesunterhalt Betrag Vorjahr","T0302010100000000"
"fid_pvek202","Child support Amount 2011","T0302020500000000"
"pvek21","Betreuungsunterhalt bezogen Vorjahr","T0302020500000000"
"fid_pvek21","Caregiver alimony 2010","T0302020500000000"
"fid_pvek21","Caregiver alimony 2009","T0302020500000000"
"pvek21","Betreuungsunterhalt bezogen Vorjahr","T0302020500000000"
"fid_pvek21","Caregiver alimony 2011","T0302020500000000"
"pvek21","Betreuungsunterhalt bezogen Vorjahr","T0302020500000000"
"pvek211","Betreuungsunterhalt Monate Vorjahr","T0302020500000000"
"fid_pvek211","Caregiver alimony Months 2009","T0302020500000000"
"fid_pvek211","Caregiver alimony Months 2010","T0302020500000000"
"pvek211","Betreuungsunterhalt Monate Vorjahr","T0302020500000000"
"pvek211","Betreuungsunterhalt Monate Vorjahr","T0302020500000000"
"fid_pvek211","Caregiver alimony Months 2011","T0302020500000000"
"pvek212","Betreuungsunterhalt Betrag Vorjahr","T0302020500000000"
"fid_pvek212","Caregiver alimony Amount 2010","T0302020500000000"
"fid_pvek212","Caregiver alimony Amount 2009","T0302020500000000"
"pvek212","Betreuungsunterhalt Betrag Vorjahr","T0302020500000000"
"fid_pvek212","Caregiver alimony Amount 2011","T0302020500000000"
"pvek212","Betreuungsunterhalt Betrag Vorjahr","T0302020500000000"
"pvek22","Nachehelicher Unterhalt bezogen Vorjahr","T0302020500000000"
"fid_pvek22","Alimony after marriage 2009","T0302020500000000"
"fid_pvek22","Alimony after marriage 2010","T0302020500000000"
"pvek22","Nachehelicher Unterhalt bezogen Vorjahr","T0302020500000000"
"pvek22","Nachehelicher Unterhalt bezogen Vorjahr","T0302020500000000"
"fid_pvek22","Alimony after marriage 2011","T0302020500000000"
"pvek221","Nachehelicher Unterhalt Monate Vorjahr","T0302020500000000"
"fid_pvek221","Alimony after marriage Months 2009","T0302020500000000"
"fid_pvek221","Alimony after marriage Months 2010","T0302020500000000"
"fid_pvek221","Alimony after marriage Months 2011","T0302020500000000"
"pvek221","Nachehelicher Unterhalt Monate Vorjahr","T0302020500000000"
"pvek221","Nachehelicher Unterhalt Monate Vorjahr","T0302020500000000"
"pvek222","Nachehelicher Unterhalt Betrag Vorjahr","T0302020500000000"
"fid_pvek222","Alimony after marriage Amount 2009","T0302020500000000"
"fid_pvek222","Alimony after marriage Amount 2010","T0302020500000000"
"fid_pvek222","Alimony after marriage Amount 2011","T0302020500000000"
"pvek222","Nachehelicher Unterhalt Betrag Vorjahr","T0302020500000000"
